proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,SpectrumPool/FileSystem/TreeFs.vb,191,29,31,131,1,1,5,10,0,7393,7.39 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,SpectrumPool/MetadataPool/HttpRESTMetadataPool.vb,300,50,47,203,1,4,6,5,0,11308,11.31 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,SpectrumPool/MetadataPool/InMemoryKeyValueMetadataPool.vb,60,0,14,46,1,3,4,1,0,1814,1.81 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,SpectrumPool/MetadataPool/Metadata.vb,75,15,10,50,1,15,2,1,0,2784,2.78 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,SpectrumPool/MetadataPool/MetadataProxy.vb,39,17,9,13,1,0,0,0,0,1400,1.40 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/BinaryClustering.vb,74,16,15,43,1,0,2,3,0,2251,2.25 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/GraphTree.vb,83,10,9,64,1,0,1,2,0,2989,2.99 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/MSScoreGenerator.vb,143,61,18,64,1,1,5,5,0,4942,4.94 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/Networking.vb,132,42,9,81,1,0,0,4,0,5042,5.04 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/NetworkingTree.vb,129,26,17,86,1,0,2,4,0,4276,4.28 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/PlotMNHist.vb,76,4,9,63,1,0,2,2,0,3060,3.06 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,Tree/TreeCluster.vb,171,33,29,109,3,3,1,6,0,5604,5.60 KB
G:/mzkit/src/mzmath/MoleculeNetworking/MoleculeNetworking.vbproj,<project>,3284,665,490,2129,27,54,57,94,0,122597,122.60 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,ActivationMethods.vb,285,189,45,51,1,0,0,0,0,9129,9.13 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Extensions.vb,166,49,18,99,1,0,0,10,0,6171,6.17 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/Abstract.vb,17,0,3,14,2,8,0,0,0,464,464 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/Chromatogram.vb,65,19,10,36,1,6,0,3,0,2030,2.03 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromatogramOverlapList.vb,74,7,12,55,1,2,1,2,0,2583,2.58 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromatogramSerial.vb,102,19,16,67,1,5,3,6,0,3642,3.64 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromatogramTick.vb,74,15,13,46,1,2,3,3,0,2597,2.60 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromXs.vb,257,1,42,214,3,12,10,7,0,8842,8.84 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromXType.vb,261,24,36,201,5,16,8,8,0,9330,9.33 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/ChromXUnit.vb,12,0,1,11,1,0,0,0,0,178,178 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Chromatogram/IROI.vb,23,13,4,6,1,2,0,0,0,620,620 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/ms1.vb,34,10,7,17,2,5,0,1,0,1072,1.07 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/ms1Abstract.vb,63,32,15,16,5,5,0,0,0,1463,1.46 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Ms1FeatureExtensions.vb,87,23,10,54,1,0,0,3,0,3298,3.30 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/ms1_scan.vb,72,21,9,42,1,3,3,2,0,2815,2.81 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Peaktable.vb,80,30,7,43,1,20,0,1,0,2491,2.49 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PolarityData.vb,56,4,8,44,1,2,2,1,0,1502,1.50 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Annotation/ExactMassProvider.vb,223,203,9,11,3,3,0,0,0,11944,11.94 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Annotation/MetID.vb,46,19,7,20,1,6,0,1,0,1758,1.76 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/CacheData/Ms1ScatterCache.vb,48,3,7,38,1,0,2,1,0,1855,1.85 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/AdductIonParser.vb,404,13,34,357,1,0,0,9,0,22195,22.20 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/ExactMass.vb,185,29,25,131,1,0,2,3,0,6174,6.17 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/Extensions.vb,238,35,37,166,2,0,1,7,0,9651,9.65 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/IonModes.vb,29,16,4,9,1,0,0,0,0,723,723 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/MzCalculator.vb,187,67,23,97,1,6,2,9,0,7156,7.16 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/PrecursorInfo.vb,52,19,7,26,1,6,2,1,0,1614,1.61 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/PrecursorType.vb,169,33,18,118,1,0,0,4,0,7095,7.09 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/Provider.vb,349,133,43,173,1,4,0,10,0,16220,16.22 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/TypeMatch.vb,37,12,5,20,1,0,0,1,0,1131,1.13 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/Formula/Negative.vb,40,0,4,36,1,0,0,1,0,4171,4.17 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/PrecursorType/Formula/Positive.vb,91,0,7,84,1,0,0,2,0,11060,11.06 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Tolerance/DeltaMass.vb,69,9,13,47,1,1,1,8,0,2444,2.44 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Tolerance/MassWindow.vb,164,30,30,104,4,10,5,7,0,5190,5.19 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Tolerance/PPM.vb,88,14,17,57,1,1,2,10,0,3011,3.01 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Ms1/Tolerance/Tolerance.vb,335,135,39,161,2,2,1,13,4,12413,12.41 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,mzPack/IMsAssemblyPack.vb,24,15,3,6,1,1,0,1,0,790,790 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/CheckInSourceFragments.vb,71,28,8,35,1,0,1,2,0,2951,2.95 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/DIADecompose.vb,135,20,24,91,1,0,1,3,0,5185,5.18 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/GlobalAlignment.vb,259,90,33,136,1,1,0,13,0,11029,11.03 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/ISpectrumScanData.vb,18,4,4,10,1,4,0,0,0,665,665 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/LibraryMatrixExtensions.vb,304,73,37,194,1,0,0,11,0,11942,11.94 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MzGrouping.vb,115,13,13,89,1,0,0,3,0,5209,5.21 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MzIndex.vb,70,26,13,31,1,2,2,2,1,2082,2.08 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MzPool.vb,115,43,14,58,1,3,2,3,0,4334,4.33 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/SpectraEncoder.vb,218,60,28,130,3,0,0,8,0,9104,9.10 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/AlignmentProvider.vb,122,20,22,80,1,1,1,9,0,4795,4.79 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/CosAlignment.vb,83,13,17,53,1,0,1,3,0,3145,3.15 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/EntropyAlignment.vb,21,0,5,16,1,0,1,2,0,838,838 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/JaccardAlignment.vb,69,0,13,56,1,0,1,4,0,2913,2.91 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/ScoreAggregates.vb,8,0,1,7,1,0,0,0,0,120,120 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Alignment/SpectralEntropy.vb,192,37,30,125,1,0,0,12,0,7820,7.82 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Fragments.vb,38,23,3,12,1,5,0,1,0,1170,1.17 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/LibraryMatrix.vb,267,78,32,157,1,8,7,5,2,9617,9.62 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/ms2.vb,155,53,19,83,1,3,4,4,1,5766,5.77 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/MzAnnotation.vb,66,21,13,32,2,4,3,1,1,1998,2.00 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/PeakList.vb,114,43,21,50,4,7,3,4,0,3443,3.44 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/PeakMs2.vb,220,74,28,118,2,15,5,8,0,7943,7.94 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/SpectrumPeak.vb,116,21,22,73,4,12,3,1,0,3250,3.25 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Trimming/LowAbundanceTrimming.vb,102,29,16,57,1,5,1,3,0,3815,3.81 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Trimming/QuantileIntensityCutoff.vb,42,0,10,32,1,0,2,2,0,1473,1.47 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Trimming/RelativeIntensityCutoff.vb,63,12,12,39,1,0,2,2,0,2135,2.13 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Xml/AlignmentOutput.vb,232,73,27,132,1,12,0,7,0,8929,8.93 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Xml/Meta.vb,47,3,8,36,1,1,3,2,0,1447,1.45 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Xml/Ms2AlignMatrix.vb,62,7,6,49,1,1,1,2,0,2238,2.24 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Models/Xml/SSM2MatrixFragment.vb,94,23,15,56,1,7,2,4,0,3032,3.03 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MoleculeNetworking/Extensions.vb,41,7,7,27,1,0,0,1,0,1695,1.70 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MoleculeNetworking/NetworkingNode.vb,102,22,16,64,1,5,0,5,0,3939,3.94 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MoleculeNetworking/ProtocolPipeline.vb,92,3,24,65,3,5,1,6,0,3120,3.12 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/MoleculeNetworking/Protocols.vb,240,65,32,143,1,1,1,7,0,9957,9.96 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/SpectrumTree/Comparison.vb,36,0,7,29,1,0,1,1,0,1334,1.33 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/SpectrumTree/IMSScanProperty.vb,21,3,3,15,2,5,1,0,0,682,682 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/SpectrumTree/SpectrumCluster.vb,78,15,13,50,1,6,0,4,0,2811,2.81 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/SpectrumTree/SpectrumTree.vb,167,43,23,101,1,1,2,5,0,6899,6.90 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Splash/AbstractSpectrum.vb,98,45,16,37,1,0,0,4,0,3543,3.54 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Splash/ISpectrum.vb,42,32,4,6,1,0,1,1,0,1446,1.45 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Splash/SpectrumType.vb,33,21,3,9,1,0,0,0,0,1057,1.06 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,Spectra/Splash/Splash.vb,325,110,63,152,1,0,1,11,0,13223,13.22 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/Module1.vb,39,0,13,26,1,0,2,0,0,965,965 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/Module2.vb,24,0,6,18,1,0,1,0,0,1063,1.06 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/My Project/Application.Designer.vb,12,9,1,2,0,0,0,0,0,451,451 B
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/My Project/AssemblyInfo.vb,35,15,7,13,0,0,0,0,0,1143,1.14 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/My Project/Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2775,2.77 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,test/My Project/Settings.Designer.vb,73,9,13,51,2,2,1,0,0,2966,2.97 KB
G:/mzkit/src/mzmath/ms2_math-core/mzmath-netcore5.vbproj,<project>,9445,2550,1341,5554,114,246,106,301,9,372279,372.28 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,Bond.vb,76,4,17,55,3,2,0,3,0,2957,2.96 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,MolecularGraph.vb,42,0,8,34,1,0,1,2,0,1202,1.20 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,MolecularMechanics.vb,40,28,2,10,1,0,0,2,0,1759,1.76 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,SMILESAnnotator.vb,52,2,11,39,1,0,2,1,0,1922,1.92 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,SMILESEmbedding.vb,63,13,11,39,1,0,0,2,0,2446,2.45 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,My Project/Resources.Designer.vb,101,55,9,37,1,3,0,0,0,4020,4.02 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/annotation_test.vb,33,0,6,27,1,0,3,0,0,1436,1.44 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/graph_test.vb,33,0,7,26,1,0,1,1,0,1600,1.60 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/My Project/Application.Designer.vb,12,9,1,2,0,0,0,0,0,451,451 B
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/My Project/AssemblyInfo.vb,35,15,7,13,0,0,0,0,0,1033,1.03 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/My Project/Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2796,2.80 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,test/My Project/Settings.Designer.vb,73,9,13,51,2,2,1,0,0,2966,2.97 KB
G:/mzkit/src/mzmath/ms2_simulator/ms2_simulator.NET5.vbproj,<project>,623,158,100,365,13,9,8,11,0,24588,24.59 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,DBPool.vb,53,3,10,40,1,0,1,3,0,1843,1.84 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,IMoleculeProperty.vb,11,0,3,8,1,5,0,0,0,268,268 B
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,IMzQuery.vb,99,35,14,50,3,0,0,8,0,3163,3.16 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,IndexEmit.vb,76,1,13,62,1,1,1,5,0,2615,2.62 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Library.vb,117,9,25,83,3,0,4,6,0,4073,4.07 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,LibraryData.vb,13,3,2,8,1,6,0,0,0,377,377 B
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MassIndexKey.vb,31,7,5,19,1,0,0,2,0,898,898 B
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MassSearchArguments.vb,10,0,3,7,1,4,0,0,0,303,303 B
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MassSearchIndex.vb,82,34,10,38,2,0,1,4,0,2812,2.81 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MoleculeMsReference.vb,176,56,41,79,4,32,5,0,0,5826,5.83 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MSSearch.vb,254,57,38,159,3,3,2,11,0,10204,10.20 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,MzQuery.vb,101,26,12,63,1,4,2,4,0,3139,3.14 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,SpectrumHandler.vb,404,9,49,346,2,5,1,8,0,19656,19.66 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,TargetOmics.vb,5,0,0,5,1,0,0,0,0,83,83 B
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/AnnotationPack.vb,142,46,16,80,1,4,2,5,0,4786,4.79 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/AnnotationResult.vb,70,14,7,49,1,16,2,1,0,2099,2.10 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/Ms2Score.vb,65,31,7,27,1,11,0,2,0,1922,1.92 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/ReadPack.vb,76,0,10,66,1,0,0,3,0,2615,2.62 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/SavePack.vb,71,0,11,60,1,0,0,2,0,2192,2.19 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/WorkspaceReader.vb,217,55,36,126,2,0,6,3,0,7783,7.78 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/Report/IReportRender.vb,31,14,6,11,1,3,0,3,0,1090,1.09 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,AnnotationPack/Report/ReportRender.vb,308,35,47,226,1,4,2,10,0,13818,13.82 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/AminoAcid.vb,109,0,25,84,1,7,5,4,0,4174,4.17 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/Modification.vb,54,4,24,26,2,20,0,0,0,1649,1.65 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/ModificationContainer.vb,229,7,60,162,1,27,2,6,0,12012,12.01 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/ModificationProtocol.vb,78,0,9,69,1,5,2,1,0,3085,3.08 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/ModificationUtility.vb,142,0,18,124,1,0,1,7,0,6274,6.27 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/Peptide.vb,84,0,24,60,1,14,1,2,0,3390,3.39 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/PeptideCalc.vb,415,13,69,333,1,0,3,17,0,20742,20.74 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/PeptideMsReference.vb,85,1,27,57,1,14,4,1,0,2853,2.85 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Proteomics/SequenceToSpec.vb,460,51,68,341,1,0,1,7,0,21089,21.09 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Search/AnnotationData.vb,50,23,6,21,1,12,0,0,0,2003,2.00 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Search/MsRefSearchParameterBase.vb,73,3,25,45,1,20,2,0,0,2610,2.61 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Search/MsScanMatching.vb,1373,237,198,938,1,0,2,36,0,70646,70.65 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,Search/MsScanMatchResult.vb,143,24,44,75,3,38,0,1,0,3413,3.41 KB
G:/mzkit/src/mzmath/MSEngine/MSEngine.vbproj,<project>,5707,798,962,3947,50,255,52,162,0,245505,245.50 KB
G:/mzkit/src/mzmath/MSFinder/MSFinder.vbproj,AnalysisParamOfMsfinder.vb,295,23,39,233,1,105,1,0,0,11678,11.68 KB
G:/mzkit/src/mzmath/MSFinder/MSFinder.vbproj,AnnotatedIon.vb,50,6,7,37,1,9,4,0,0,1777,1.78 KB
G:/mzkit/src/mzmath/MSFinder/MSFinder.vbproj,DatabaseQuery.vb,22,0,2,20,1,18,0,0,0,732,732 B
