proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,comprehensive/TissueMorphology.vb,743,104,90,549,1,0,1,17,0,29351,29.35 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,comprehensive/z_assembler.vb,162,34,18,110,1,0,0,3,0,6225,6.22 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,functions/z_assembler.vb,44,10,8,26,1,1,2,1,0,1659,1.66 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/Formula.vb,655,161,91,403,1,0,1,35,0,28254,28.25 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/InChITool.vb,106,60,8,38,1,0,0,6,0,4985,4.99 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/Math.vb,1423,365,177,881,1,0,1,36,0,60778,60.78 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/QSAR.vb,138,93,6,39,1,0,0,2,0,8008,8.01 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/SMILESTool.vb,222,78,18,126,1,0,1,9,0,9327,9.33 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,math/TestFormulaSymbolLang.vb,19,0,4,15,1,0,0,1,0,571,571 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,pipeline/library.vb,1191,449,124,618,1,0,5,28,0,60109,60.11 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,pipeline/ReferenceTree.vb,834,234,93,507,1,0,0,21,0,35676,35.68 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzkit/mzkit.vbproj,<project>,16607,4357,1910,10340,36,1,28,480,0,708565,708.57 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,ChemicalDraw.vb,31,0,3,28,1,0,0,2,0,1222,1.22 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,GlobalSuppressions.vb,8,4,2,2,0,0,0,0,0,565,565 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,MsImaging.vb,1289,343,138,808,1,0,1,32,0,55124,55.12 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,NMR.vb,56,3,8,45,1,0,1,3,0,2481,2.48 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,Tissue.vb,217,60,20,137,1,0,1,6,0,9886,9.89 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,Visual.vb,963,127,88,748,1,0,1,22,0,44164,44.16 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,zzz.vb,14,0,3,11,1,0,1,0,0,336,336 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,My Project/Application.Designer.vb,12,9,1,2,0,0,0,0,0,451,451 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,My Project/AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1186,1.19 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,My Project/Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2798,2.80 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,My Project/Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3000,3.00 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzplot/mzplot.vbproj,<project>,2763,593,289,1881,9,4,6,65,0,121213,121.21 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,GCMS.vb,313,32,43,238,1,0,1,12,0,13157,13.16 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Linears.vb,288,78,30,180,1,0,1,14,0,11173,11.17 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Math.vb,383,67,47,269,1,0,0,9,0,15856,15.86 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,mzDeco.vb,1530,357,160,1013,1,0,1,41,0,65328,65.33 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Visual.vb,144,32,8,104,1,0,0,3,0,7117,7.12 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,xcms.vb,149,39,17,93,1,0,0,3,0,6183,6.18 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,zzz.vb,50,0,6,44,1,0,1,1,0,2182,2.18 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,MRM/MRMkit.vb,1036,234,113,689,1,0,1,28,0,46180,46.18 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,MRM/MRMQCReport.vb,212,12,17,183,2,3,0,3,0,9210,9.21 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,My Project/Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,My Project/AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1279,1.28 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,My Project/Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2779,2.78 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,My Project/Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3004,3.00 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Report/LinearDataSet.vb,15,3,4,8,1,0,0,0,0,446,446 B
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Report/LinearReport.vb,255,22,31,202,1,0,0,6,0,11135,11.13 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,Report/Template.vb,59,0,12,47,1,0,0,1,0,2366,2.37 KB
G:/mzkit/Rscript/Library/mzkit_app/src/mzquant/mz_quantify.vbproj,<project>,4619,932,515,3172,16,7,6,121,0,197829,197.83 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,deconvolution.vb,63,16,6,41,1,0,0,1,0,2577,2.58 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,MoleculeCluster.vb,183,44,26,113,1,0,4,4,0,7228,7.23 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,MoleculeNetworking.vb,122,22,18,82,1,0,1,8,0,5482,5.48 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,MsImaging.vb,55,24,6,25,1,0,1,3,0,2028,2.03 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,zzz.vb,11,0,3,8,1,0,1,0,0,213,213 B
G:/mzkit/Rscript/Library/mzkit_hpc/src/hpc/hpc.vbproj,<project>,434,106,59,269,5,0,7,16,0,17528,17.53 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,Comprehensive/DoStatMSImagingMatrix.vb,52,0,8,44,1,0,0,3,0,2267,2.27 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,Comprehensive/DoStatSingleCellsMatrix.vb,55,0,9,46,1,0,0,3,0,2303,2.30 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,Comprehensive/FeatureVector.vb,129,0,13,116,1,5,0,2,0,5506,5.51 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,Comprehensive/FeatureVectorPackFile.vb,80,1,16,63,1,0,1,5,0,2940,2.94 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,Comprehensive/HEStainProcessor.vb,3,0,1,2,1,0,0,0,0,42,42 B
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,LCMS/MakePeakAlignment.vb,144,8,24,112,3,12,0,3,0,5506,5.51 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,LCMS/StreamFiles.vb,79,0,17,62,2,0,0,8,0,2721,2.72 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/IpcParallel/IpcParallel.vbproj,<project>,542,9,88,445,10,17,1,24,0,21285,21.29 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,Cluster.vb,343,64,52,227,1,0,4,3,0,12730,12.73 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,GraphMatrix.vb,173,9,21,143,2,13,1,2,0,6813,6.81 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,MoleculePool.vb,56,3,9,44,1,0,0,2,0,1674,1.67 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,molecule_tree.vb,156,5,27,124,1,6,2,2,0,5268,5.27 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/atoms.vb,232,119,22,91,1,9,0,8,0,11645,11.64 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/db_models.vb,26,0,4,22,1,0,0,0,0,884,884 B
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/graph.vb,206,98,22,86,1,7,0,8,0,9678,9.68 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/models.vb,176,72,22,82,1,5,0,8,0,7604,7.60 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/molecules.vb,196,87,22,87,1,7,0,8,0,9118,9.12 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/molecule_atoms.vb,170,66,22,82,1,5,0,8,0,7649,7.65 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,models/tree.vb,255,138,22,95,1,11,0,8,0,12576,12.58 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/MoleculeTree/MoleculeTree.vbproj,<project>,1989,661,245,1083,12,63,7,57,0,85639,85.64 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,Consensus.vb,400,3,46,351,2,9,1,5,0,17816,17.82 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,exportsData.vb,73,0,6,67,1,0,0,1,0,2726,2.73 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,importsData.vb,3,0,1,2,1,0,0,0,0,37,37 B
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,driver/mysqlFs.vb,206,1,45,160,1,2,6,8,0,6904,6.90 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,driver/mysqlRepository.vb,276,48,37,191,1,4,6,3,0,9866,9.87 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/dataPool.vb,260,17,46,197,1,13,4,5,0,8695,8.70 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/cluster.vb,221,95,22,104,1,12,0,8,0,11924,11.92 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/cluster_data.vb,212,84,22,106,1,14,0,8,0,12718,12.72 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/cluster_graph.vb,154,42,22,90,1,6,0,8,0,7217,7.22 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/cluster_tree.vb,165,54,22,89,1,6,0,8,0,7515,7.51 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/consensus_model.vb,171,60,22,89,1,7,0,8,0,8606,8.61 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/consensus_spectrum.vb,232,102,22,108,1,16,0,8,0,14818,14.82 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/db_models.vb,38,0,4,34,1,0,0,0,0,1648,1.65 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/graph_model.vb,176,66,22,88,1,6,0,8,0,7570,7.57 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/metadata.vb,242,95,22,125,1,20,0,8,0,15910,15.91 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/project.vb,178,66,22,90,1,7,0,8,0,8528,8.53 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/rawfiles.vb,162,53,22,87,1,6,0,8,0,7320,7.32 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/sample_groups.vb,154,41,22,91,1,8,0,8,0,8144,8.14 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,mysql/models/spectrum_pool.vb,184,66,22,96,1,9,0,8,0,9231,9.23 KB
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,views/spectrumData.vb,22,0,3,19,1,16,0,0,0,985,985 B
G:/mzkit/Rscript/Library/mzkit_hpc/src/spectrumPool/spectrumPool.vbproj,<project>,3529,893,452,2184,21,161,17,118,0,168178,168.18 KB
../Rscript,<root>,71812,17294,8494,46024,304,644,172,2066,0,3084654,3.08 MB
