proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\MetaDbXref.vb,230,28,26,176,1,0,1,5,0,10938,10.94 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\zzz.vb,67,0,15,52,1,0,1,2,0,2761,2.76 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\math\Math.vb,579,115,76,388,1,0,1,21,0,24061,24.06 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\assembly\ProteoWizard.vb,143,31,20,92,1,0,0,6,0,5107,5.11 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\math\Formula.vb,402,52,63,287,1,0,1,32,0,15772,15.77 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\Massbank.vb,362,56,52,254,1,0,1,16,0,13743,13.74 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,mzkit\PubChem.vb,155,13,24,118,1,0,1,7,0,6086,6.09 KB
mzkit\Rscript\Library\mzkit\mzkit.vbproj,<project>,4324,640,589,3095,19,0,13,190,0,173729,173.73 KB
mzkit\Rscript\Library\mzkit.insilicons\mzkit.insilicons.vbproj,mzkit.insilicons\metaDNA.vb,418,33,64,321,1,0,1,16,0,17226,17.23 KB
mzkit\Rscript\Library\mzkit.insilicons\mzkit.insilicons.vbproj,mzkit.insilicons\ms2_simulator.vb,78,0,13,65,1,0,0,7,0,2953,2.95 KB
mzkit\Rscript\Library\mzkit.insilicons\mzkit.insilicons.vbproj,<project>,496,33,77,386,2,0,1,23,0,20179,20.18 KB
mzkit\Rscript\Library\mzkit.plot\mzplot.vbproj,mzkit.plot\MsImaging.vb,710,110,91,509,1,0,1,22,0,29742,29.74 KB
mzkit\Rscript\Library\mzkit.plot\mzplot.vbproj,mzkit.plot\zzz.vb,12,0,3,9,1,0,1,0,0,279,279.00 B
mzkit\Rscript\Library\mzkit.plot\mzplot.vbproj,mzkit.plot\Visual.vb,590,72,60,458,1,0,1,16,0,25418,25.42 KB
mzkit\Rscript\Library\mzkit.plot\mzplot.vbproj,<project>,1312,182,154,976,3,0,3,38,0,55439,55.44 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\GCMS.vb,238,12,35,191,1,0,1,10,0,10092,10.09 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\Linears.vb,261,70,27,164,1,0,1,12,0,10263,10.26 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\Report\LinearDataSet.vb,15,3,4,8,1,0,0,0,0,432,432.00 B
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\Report\Template.vb,59,0,12,47,1,0,0,1,0,2308,2.31 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\zzz.vb,10,0,3,7,1,0,1,0,0,165,165.00 B
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\MRM\MRMQCReport.vb,185,12,16,157,2,3,0,3,0,7853,7.85 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\Report\LinearReport.vb,222,22,29,171,1,0,0,6,0,9635,9.64 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\Visual.vb,162,25,11,126,1,0,0,4,0,7844,7.84 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,mzkit.quantify\MRM\MRMkit.vb,832,166,87,579,1,0,1,22,0,35911,35.91 KB
mzkit\Rscript\Library\mzkit.quantify\mzkit.quantify.vbproj,<project>,1984,310,224,1450,10,3,4,58,0,84503,84.50 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MGF\MetaData.vb,144,0,23,121,1,12,2,1,0,3797,3.80 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MGF\Ions.vb,83,37,9,37,1,12,0,3,0,2424,2.42 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MGF\MgfWriter.vb,161,15,20,126,1,0,2,5,0,6051,6.05 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MGF\MgfReader.vb,157,6,20,131,1,0,0,7,0,6169,6.17 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSL\FileReader.vb,136,1,21,114,1,0,0,5,0,5632,5.63 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSL\MSLIon.vb,35,4,6,25,1,12,0,1,0,1261,1.26 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSN\FileReader.vb,33,5,6,22,1,0,0,1,0,1137,1.14 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSN\PeakTable.vb,59,0,8,51,1,11,0,3,0,2060,2.06 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSN\MsnList.vb,71,0,10,61,1,9,0,3,0,2442,2.44 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSP\MspParser.vb,131,14,17,100,1,0,1,4,0,5190,5.19 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSP\Comments.vb,47,15,6,26,1,0,0,2,0,1617,1.62 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\ASCII\MSP\MspData.vb,55,8,8,39,1,15,0,3,0,1875,1.88 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\Base64Decode.vb,60,6,8,46,1,0,0,1,0,2150,2.15 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\FastSeekIndex.vb,229,23,34,172,3,3,1,5,0,10260,10.26 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\XML\MSISummary.vb,96,6,15,75,2,2,0,6,0,3396,3.40 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\XML\ScanReader.vb,23,0,7,16,1,0,1,2,0,582,582.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\nmrML\acquisition.vb,110,10,28,72,6,13,0,3,0,3656,3.66 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\nmrML\spectrum1D.vb,60,5,14,41,3,8,0,2,0,1938,1.94 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\nmrML\FIDByteFormats.vb,59,5,6,48,1,0,0,4,0,2363,2.36 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\nmrML\nmrML.vb,59,0,19,40,5,19,0,0,0,1865,1.87 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\XmlParser.vb,78,13,13,52,1,0,1,6,0,2745,2.75 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\ibd\Format.vb,23,16,1,6,1,0,0,0,0,857,857.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\ibd\ibdReader.vb,157,31,25,101,1,3,3,6,0,5764,5.76 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\XML\ibdPtr.vb,43,3,8,32,1,4,0,2,0,1519,1.52 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\XML\ScanData.vb,108,11,21,76,4,11,3,4,0,3749,3.75 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\imzML\XML\XML.vb,31,5,6,20,1,1,0,2,0,1135,1.14 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\CompressionMode.vb,23,0,4,19,2,0,0,0,0,611,611.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\UVScan.vb,30,0,6,24,1,4,0,2,0,992,992.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Decoder\binaryDataArray.vb,42,0,7,35,1,3,0,3,0,1621,1.62 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Decoder\binaryDataArrayList.vb,21,0,5,16,1,1,0,0,0,658,658.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\index.vb,89,0,21,68,3,7,0,5,0,2762,2.76 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\ControlVocabulary.vb,78,7,18,53,5,18,0,4,0,2877,2.88 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\IonTargeted\IMRMSelector.vb,10,0,4,6,1,1,0,0,0,241,241.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\IonTargeted\precursor.vb,37,0,8,29,1,3,0,3,0,1450,1.45 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\IonTargeted\product.vb,17,0,5,12,1,2,0,1,0,588,588.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\MsData\scanList.vb,52,0,18,34,6,6,0,1,0,1321,1.32 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\mzML.vb,27,0,7,20,1,5,0,2,0,890,890.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\index.vb,57,0,12,45,2,4,0,4,0,1760,1.76 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\MsData\MSScan.vb,112,28,13,71,1,16,0,2,0,4431,4.43 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\MsData\peaks.vb,39,6,7,26,1,6,0,3,0,1334,1.33 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\MsData\precursorMz.vb,38,7,6,25,1,6,0,2,0,1516,1.52 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\XmlFileTypes.vb,9,0,1,8,1,0,0,0,0,141,141.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\XmlSeek.vb,176,13,29,134,1,1,3,7,0,7276,7.28 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\RawScanParser.vb,45,10,7,28,1,0,0,3,0,1664,1.66 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\ExtractUVData.vb,129,26,15,88,1,0,0,4,0,5717,5.72 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Decoder\BinaryData.vb,19,0,5,14,1,6,0,0,0,697,697.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\IonTargeted\selectedIonList.vb,29,0,5,24,1,1,0,2,0,1029,1.03 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Components.vb,36,0,9,27,4,9,0,1,0,1168,1.17 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Configurations.vb,30,0,12,18,3,6,0,0,0,695,695.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\ActivationMethods.vb,252,161,44,47,1,0,0,0,0,6442,6.44 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Binary\BinaryStreamWriter.vb,217,34,42,141,1,0,10,0,0,7532,7.53 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Binary\BinaryStreamReader.vb,296,37,56,203,1,8,6,6,0,10222,10.22 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Binary\Version.vb,40,10,8,22,2,0,0,2,0,1283,1.28 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Binary\NamespaceDoc.vb,8,3,1,4,1,0,0,0,0,172,172.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\FileApplicationClass.vb,30,18,2,10,1,0,0,0,0,952,952.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Stream\ScanMS1.vb,91,22,11,58,1,5,0,3,0,3025,3.03 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Stream\MSScan.vb,60,10,10,40,1,5,0,3,0,1744,1.74 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\Chromatogram.vb,83,21,11,51,1,4,0,4,0,3048,3.05 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\FileFormats\imzMLScan.vb,61,0,15,46,1,0,0,13,0,2137,2.14 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\IDataReader.vb,24,0,5,19,1,0,0,13,0,961,961.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\ChromatogramBuffer.vb,59,9,9,41,1,0,0,4,0,2010,2.01 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\Provider.vb,80,4,11,65,1,0,0,3,0,3311,3.31 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\FileFormats\mzMLScan.vb,109,0,19,90,1,0,0,13,0,4479,4.48 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\FileFormats\mzXMLScan.vb,95,11,15,69,1,0,0,13,0,3793,3.79 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\UnifyReader\MsDataReader.vb,111,11,20,80,1,0,0,14,0,5006,5.01 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\mzWebCache\Cache.vb,84,20,13,51,1,0,1,3,0,3221,3.22 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\mzWebCache\mzMLScans.vb,33,0,6,27,1,0,1,3,0,1381,1.38 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\mzWebCache\mzXMLScans.vb,23,0,5,18,1,0,1,2,0,877,877.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\mzWebCache\ScanPopulator.vb,124,5,22,97,2,0,1,6,0,5162,5.16 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\mzPack\Stream\ScanMS2.vb,30,3,5,22,1,8,0,1,0,994,994.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\NamespaceDoc.vb,7,3,0,4,1,0,1,0,0,246,246.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\SpectrumTree.vb,40,9,5,26,1,0,1,2,0,1517,1.52 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\IBase64Container.vb,18,6,5,7,1,1,0,2,0,371,371.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\MS1.vb,65,5,8,52,1,0,0,2,0,2811,2.81 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\MsData\spectrum.vb,173,21,25,127,1,9,0,3,0,6344,6.34 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\Chromatogram.vb,36,0,9,27,2,3,0,2,0,1170,1.17 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\Extensions.vb,167,21,18,128,1,0,0,11,0,6980,6.98 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzML\XML\indexedmzML.vb,39,0,8,31,1,6,0,2,0,1474,1.47 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\Extensions.vb,88,25,12,51,1,0,0,5,0,3281,3.28 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\Info.vb,61,0,18,43,5,15,0,4,0,1658,1.66 KB
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\MsData\MSData.vb,29,0,7,22,1,7,0,1,0,969,969.00 B
mzkit\src\assembly\assembly\assembly.vbproj,assembly\MarkupData\mzXML\XML.vb,119,25,17,77,1,4,0,4,0,4591,4.59 KB
mzkit\src\assembly\assembly\assembly.vbproj,<project>,6145,830,1045,4270,124,315,39,274,0,222237,222.24 KB
mzkit\src\assembly\assembly\test\test.vbproj,test\Module1.vb,64,27,21,16,1,0,2,0,0,2381,2.38 KB
mzkit\src\assembly\assembly\test\test.vbproj,test\read_imzML.vb,28,0,8,20,1,0,3,0,0,882,882.00 B
mzkit\src\assembly\assembly\test\test.vbproj,test\read_mzXML.vb,42,2,10,30,1,0,3,0,0,1364,1.36 KB
mzkit\src\assembly\assembly\test\test.vbproj,<project>,134,29,39,66,3,0,8,0,0,4627,4.63 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\BrukerSettingsFileReader.vb,206,22,45,139,3,0,0,6,0,8992,8.99 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\DataReader.vb,324,61,57,206,1,2,11,3,0,15840,15.84 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\DesignByContract.vb,294,99,29,166,7,2,27,0,0,9346,9.35 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\FourierTransform.vb,126,13,20,93,1,0,1,1,0,3955,3.96 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\GlobalParameters.vb,85,31,12,42,1,8,4,0,0,2990,2.99 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,BrukerDataReader\Properties\AssemblyInfo.vb,31,14,4,13,0,0,0,0,0,1188,1.19 KB
mzkit\src\assembly\BrukerDataReader\BrukerDataReader.vbproj,<project>,1066,240,167,659,13,12,43,10,0,42311,42.31 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\D2Chromatogram.vb,108,4,15,89,1,4,0,4,0,4428,4.43 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\PeakMatrix.vb,68,0,9,59,1,0,0,2,0,2985,2.99 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\MSIMeasurement.vb,92,3,18,71,1,0,1,4,0,3284,3.28 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\ScanMs2Correction.vb,70,3,13,54,1,0,2,4,0,2442,2.44 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\Correction.vb,10,0,4,6,1,0,0,0,0,256,256.00 B
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\ScanTimeCorrection.vb,56,19,8,29,1,3,1,3,0,2006,2.01 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\GC2Dimensional.vb,329,79,42,208,1,0,0,11,0,12468,12.47 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,Comprehensive\MsImaging\MsImagingRaw.vb,80,4,13,63,1,0,0,2,0,3270,3.27 KB
mzkit\src\assembly\Comprehensive\Comprehensive.vbproj,<project>,813,112,122,579,8,7,4,30,0,31139,31.14 KB
mzkit\src\assembly\Comprehensive\test\test.vbproj,test\Module1.vb,21,0,5,16,1,0,1,0,0,674,674.00 B
mzkit\src\assembly\Comprehensive\test\test.vbproj,<project>,21,0,5,16,1,0,1,0,0,674,674.00 B
mzkit\src\assembly\mz\mz.vbproj,mz\TIC.vb,163,0,20,143,1,0,0,3,0,7007,7.01 KB
mzkit\src\assembly\mz\mz.vbproj,mz\Pipeline\mz.vb,289,103,35,151,1,0,1,1,0,9697,9.70 KB
mzkit\src\assembly\mz\mz.vbproj,mz\Pipeline\mzplot.vb,142,56,17,69,1,0,1,1,0,4630,4.63 KB
mzkit\src\assembly\mz\mz.vbproj,mz\Program.vb,340,26,33,281,1,0,0,9,0,14372,14.37 KB
mzkit\src\assembly\mz\mz.vbproj,<project>,934,185,105,644,4,0,2,14,0,35706,35.71 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\ChromatogramOverlap.vb,104,10,17,77,1,2,0,9,0,3495,3.50 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\Converter.vb,153,5,22,126,1,0,0,4,0,6285,6.29 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\Extensions.vb,30,0,3,27,1,0,0,1,0,1309,1.31 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\mzPackReader.vb,143,2,31,110,1,2,5,2,0,4203,4.20 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\mzPackWriter.vb,138,19,26,93,1,0,10,0,0,4381,4.38 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\mzPack.vb,242,28,32,182,1,11,0,12,0,8545,8.55 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,mzPack\PackCDF.vb,111,17,12,82,1,0,1,2,0,4353,4.35 KB
mzkit\src\assembly\mzPack\mzPack.vbproj,<project>,921,81,143,697,7,15,16,30,0,32571,32.57 KB
mzkit\src\assembly\mzPackExtensions\mzPackExtensions.vbproj,mzPackExtensions\ToCDFWriter.vb,72,5,9,58,1,0,1,1,0,3866,3.87 KB
mzkit\src\assembly\mzPackExtensions\mzPackExtensions.vbproj,mzPackExtensions\XRawStream.vb,128,0,22,106,1,0,2,2,0,4842,4.84 KB
mzkit\src\assembly\mzPackExtensions\mzPackExtensions.vbproj,mzPackExtensions\MSIRawPack.vb,69,11,13,45,1,0,0,3,0,2672,2.67 KB
mzkit\src\assembly\mzPackExtensions\mzPackExtensions.vbproj,mzPackExtensions\RawStream.vb,32,0,5,27,1,0,0,2,0,1086,1.09 KB
mzkit\src\assembly\mzPackExtensions\mzPackExtensions.vbproj,<project>,301,16,49,236,4,0,3,8,0,12466,12.47 KB
mzkit\src\assembly\mzPackExtensions\test\test.vbproj,test\Module1.vb,17,0,4,13,1,0,1,0,0,491,491.00 B
mzkit\src\assembly\mzPackExtensions\test\test.vbproj,<project>,17,0,4,13,1,0,1,0,0,491,491.00 B
mzkit\src\assembly\ProteoWizard.d\ProteoWizard.d.vbproj,ProteoWizard.d\MassWolf.vb,52,3,12,37,1,0,1,1,0,1790,1.79 KB
mzkit\src\assembly\ProteoWizard.d\ProteoWizard.d.vbproj,ProteoWizard.d\ServerHelper.vb,26,4,6,16,1,0,1,1,0,684,684.00 B
mzkit\src\assembly\ProteoWizard.d\ProteoWizard.d.vbproj,ProteoWizard.d\VBServerScript.vb,237,171,14,52,1,0,1,3,0,12379,12.38 KB
mzkit\src\assembly\ProteoWizard.d\ProteoWizard.d.vbproj,<project>,315,178,32,105,3,0,3,5,0,14853,14.85 KB
mzkit\src\assembly\ProteoWizard.d\test\test.vbproj,test\Module1.vb,31,0,13,18,1,0,2,0,0,832,832.00 B
mzkit\src\assembly\ProteoWizard.d\test\test.vbproj,test\batchConvertor.vb,21,0,5,16,1,0,1,0,0,581,581.00 B
mzkit\src\assembly\ProteoWizard.d\test\test.vbproj,<project>,52,0,18,34,2,0,3,0,0,1413,1.41 KB
mzkit\src\assembly\ProteoWizard.Interop\ProteoWizard.Interop.vbproj,ProteoWizard.Interop\PWConvertProcessor.vb,26,0,6,20,1,0,0,1,0,860,860.00 B
mzkit\src\assembly\ProteoWizard.Interop\ProteoWizard.Interop.vbproj,ProteoWizard.Interop\Extensions.vb,51,11,7,33,1,0,0,2,0,1984,1.98 KB
