ID,class,category,subcategory,order,entry,name
C12129,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12129,Anemone purple anthocyanin 1
C06361,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C06361,"Anthocyanidin-3,5-diglucoside"
C08604,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08604,Chrysanthemin
C04491,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C04491,Cyanidin-3-rhamnoglucoside chloride
C08620,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08620,Cyanidin 3-O-rutinoside
C08647,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08647,Cyanidin 3-O-galactoside
C08629,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08629,"Cyanidin 3,5,3'-tri-O-glucoside"
C12095,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12095,Cyanidin 3-O-(6-O-p-coumaroyl)glucoside
C12096,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12096,Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside
C12643,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12643,Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside)
C12646,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12646,Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside
C16289,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16289,"Cyanidin 3-O-3'',6''-O-dimalonylglucoside"
C16306,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16306,Cyanidin 3-O-sophoroside
C16350,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16350,Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C16373,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16373,Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside
C16292,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16292,Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C16369,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16369,Cyanidin 3-(6-p-caffeoyl)glucoside
C16372,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16372,Cyanidin 3-glucoside 5-caffeoylglucoside
C16298,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16298,Cyanidin 5-O-glucoside
C08612,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08612,Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside)
C08639,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08639,Cyanin
C16373,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16373,Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside
C20493,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C20493,Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside
C08642,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C08642,Heavenly blue anthocyanin
C16299,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16299,Malonylshisonin
C12141,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C12141,Peonidin 3-O-glucoside
C16293,O-glycosides,Anthocyanin glycosides,Glycosylated cyanidin,,C16293,Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C16354,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16354,Albireodelphin
C15550,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C15550,Anthocyanin 3'-O-beta-D-glucoside
C16312,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16312,Delphin
C08640,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C08640,"Delphinidin 3,3',5'-tri-O-glucoside"
C20496,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C20496,"Delphinidin 3,7-di-O-beta-D-glucoside"
C16313,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16313,Delphinidin 3-glucoside 5-caffoyl-glucoside
C12138,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C12138,Delphinidin 3-O-glucoside
C16367,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16367,Delphinidin 3-O-(6-caffeoyl-beta-D-glucoside)
C16290,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16290,"Delphinidin 3-O-3'',6''-O-dimalonylglucoside"
C16301,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16301,Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside
C16304,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16304,Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside
C16307,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16307,Delphinidin 3-O-sophoroside
C16351,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16351,Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C20494,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C20494,Delphinidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside
C16294,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16294,Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C16370,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16370,Delphinidin 3-(6-p-coumaroyl)glucoside
C16314,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16314,"Delphinidin 3,5,3'-triglucoside"
C08641,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C08641,Gentiodelphin
C12140,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C12140,Malvidin 3-O-glucoside
C16296,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16296,Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C08718,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C08718,Malvin
C08653,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C08653,Malonylawobanin
C12139,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C12139,Petunidin 3-O-glucoside
C16295,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16295,Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C16302,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16302,Ternatin A1
C16303,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16303,Ternatin C5
C16315,O-glycosides,Anthocyanin glycosides,Glycosylated delphinidin,,C16315,Tulipanin
C12641,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12641,4'''-Demalonylsalvianin
C08723,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C08723,Monardaein
C08725,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C08725,Pelargonin
C12137,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12137,Pelargonidin 3-O-glucoside
C12640,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12640,Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside
C12642,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12642,Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)
C12644,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12644,Pelargonidin 3-O-rutinoside
C12645,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12645,Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside
C16368,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16368,Pelargonidin 3-(6-p-coumaroyl)glucoside
C16371,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16371,Pelargonidin 3-glucoside 5-caffeoylglucoside
C16297,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16297,Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)
C16288,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16288,"Pelargonidin 3-O-3'',6''-O-dimalonylglucoside"
C16349,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16349,Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C16305,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C16305,Pelargonidin 3-O-sophoroside
C12647,O-glycosides,Anthocyanin glycosides,Glycosylated pelargonidin,,C12647,Salvianin
C08649,O-glycosides,Chalcone glycosides,N/A,N/A,C08649,Isobutrin
C16978,O-glycosides,Chalcone glycosides,N/A,N/A,C16978,Isoliquiritin
C16423,O-glycosides,Chalcone glycosides,N/A,N/A,C16423,Naringin chalcone
C16406,O-glycosides,Chalcone glycosides,N/A,N/A,C16406,Phlorizin chalcone
C16407,O-glycosides,Chalcone glycosides,N/A,N/A,C16407,"2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside"
C16408,O-glycosides,Chalcone glycosides,N/A,N/A,C16408,"2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside"
C22067,O-glycosides,Chalcone glycosides,N/A,N/A,C22067,3'-(beta-D-Glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone
C09206,O-glycosides,Coumarin glycosides,N/A,N/A,C09206,Cichoriin
C05073,O-glycosides,Coumarin glycosides,N/A,N/A,C05073,Coumermycin A1
C12480,O-glycosides,Coumarin glycosides,N/A,N/A,C12480,Coumermycin D
C09264,O-glycosides,Coumarin glycosides,N/A,N/A,C09264,Esculin
C09266,O-glycosides,Coumarin glycosides,N/A,N/A,C09266,Fraxin
C11584,O-glycosides,Coumarin glycosides,N/A,N/A,C11584,4-Methylumbelliferone glucuronide
C12473,O-glycosides,Coumarin glycosides,N/A,N/A,C12473,Novclobiocin 104
C12472,O-glycosides,Coumarin glycosides,N/A,N/A,C12472,Novclobiocin 105
C17476,O-glycosides,Coumarin glycosides,N/A,N/A,C17476,Osthenol-7-O-beta-D-gentiobioside
C09309,O-glycosides,Coumarin glycosides,N/A,N/A,C09309,Rutarin
C01527,O-glycosides,Coumarin glycosides,N/A,N/A,C01527,Scopolin
C08324,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08324,Acalyphin
C08325,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08325,Amygdalin
C08326,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08326,Anthemis glycoside A
C08327,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08327,Anthemis glycoside B
C08328,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08328,Cardiospermin
C01418,O-glycosides,Cyanogenic glycosides,N/A,N/A,C01418,Cycasin
C08329,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08329,Deidaclin
C05143,O-glycosides,Cyanogenic glycosides,N/A,N/A,C05143,Dhurrin
C08331,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08331,Gynocardin
C08332,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08332,Heterodendrin
C01594,O-glycosides,Cyanogenic glycosides,N/A,N/A,C01594,Linamarin
C08333,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08333,Linustatin
C08334,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08334,Lotaustralin
C08335,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08335,Lucumin
C08336,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08336,Neolinustatin
C08330,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08330,p-Glucosyloxymandelonitrile
C08337,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08337,Proacaciberin
C08338,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08338,Proacacipetalin
C08339,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08339,Proteacin
C00844,O-glycosides,Cyanogenic glycosides,N/A,N/A,C00844,Prunasin
C08512,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08512,Ranunculin
C08340,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08340,Sarmentosin
C01855,O-glycosides,Cyanogenic glycosides,N/A,N/A,C01855,Taxiphyllin
C08342,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08342,Triglochinin
C01870,O-glycosides,Cyanogenic glycosides,N/A,N/A,C01870,Vicianin
C08345,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08345,Zierin
C08344,O-glycosides,Cyanogenic glycosides,N/A,N/A,C08344,Volkenin
C16911,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C16911,Afzelin
C04608,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04608,Apigenin 7-O-beta-D-glucoside
C04858,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04858,Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]
C10020,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10020,Apigenin 7-(6''-malonylglucoside)
C12627,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12627,Apigenin 7-O-neohesperidoside
C10025,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10025,Baicalin
C10104,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10104,6-Methoxyluteolin 7-rhamnoside
C10039,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10039,Diosmin
C03946,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C03946,Flavonol 3-O-beta-D-glucoside
C15581,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C15581,Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
C15582,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C15582,Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside
C04385,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04385,Flavonol 3-O-(6-O-malonyl-beta-D-glucoside)
C03502,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C03502,Flavonol 3-O-D-galactoside
C04193,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04193,Flavonol 3-O-D-xylosylgalactoside
C04068,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04068,Flavonol 3-O-D-xylosylglucoside
C04069,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04069,Flavonol 3-O-D-xylosylglycoside
C04194,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04194,Flavonol 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]
C15580,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C15580,Flavonol 7-O-beta-D-glucoside
C10050,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10050,Gossypetin 8-rhamnoside
C10051,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10051,Gossypin
C10073,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10073,Hyperin
C17555,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C17555,Icariin
C16981,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C16981,Kaempferitrin
C12249,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12249,Kaempferol 3-O-glucoside
C12626,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12626,Kaempferol-3-O-galactoside
C16490,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C16490,Kaempferol 3-O-beta-D-glucosylgalactoside
C03515,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C03515,Luteolin 7-O-glucuronide
C03951,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C03951,Luteolin 7-O-beta-D-glucoside
C04900,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C04900,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide
C12632,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]
C10103,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10103,Luteolin 7-O-(6''-malonylglucoside)
C05622,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C05622,Malonylapiin
C17600,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C17600,Multiflorin B
C17563,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C17563,Multinoside A
C10108,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10108,Myricitrin
C05623,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C05623,Quercetin 3-O-glucoside
C12638,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12638,Quercetin 3-O-(6-O-malonyl-beta-D-glucoside)
C12639,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12639,Quercimeritrin
C10175,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10175,Quercetin 3-(2G-xylosylrutinoside)
C12667,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12667,Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
C12668,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12668,Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside
C01750,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C01750,Quercitrin
C05625,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C05625,Rutin
C10178,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C10178,Robinin
C12630,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C12630,Scolymoside
C17140,O-glycosides,Flavonoid glycosides,Flavones and flavonols,,C17140,Tribuloside
C05376,O-glycosides,Flavonoid glycosides,Isoflavones,,C05376,Biochanin A-beta-D-glucoside
C12625,O-glycosides,Flavonoid glycosides,Isoflavones,,C12625,Biochanin A 7-O-(6-O-malonyl-beta-D-glucoside)
C10216,O-glycosides,Flavonoid glycosides,Isoflavones,,C10216,Daidzin
C16222,O-glycosides,Flavonoid glycosides,Isoflavones,,C16222,Formononetin 7-O-glucoside-6''-O-malonate
C09126,O-glycosides,Flavonoid glycosides,Isoflavones,,C09126,Genistein 7-O-beta-D-glucoside
C16195,O-glycosides,Flavonoid glycosides,Isoflavones,,C16195,Glycitin
C10465,O-glycosides,Flavonoid glycosides,Isoflavones,,C10465,Iridin
C04074,O-glycosides,Flavonoid glycosides,Isoflavones,,C04074,Isoflavone 7-O-beta-D-glucoside
C16191,O-glycosides,Flavonoid glycosides,Isoflavones,,C16191,Malonyldaidzin
C16192,O-glycosides,Flavonoid glycosides,Isoflavones,,C16192,Malonylgenistin
C16197,O-glycosides,Flavonoid glycosides,Isoflavones,,C16197,Malonylglycitin
C10509,O-glycosides,Flavonoid glycosides,Isoflavones,,C10509,Ononin
C10533,O-glycosides,Flavonoid glycosides,Isoflavones,,C10533,Tectoridin
C09616,O-glycosides,Flavonoid glycosides,Flavanones,,C09616,Butrin
C09732,O-glycosides,Flavonoid glycosides,Flavanones,,C09732,Eriocitrin
C15579,O-glycosides,Flavonoid glycosides,Flavanones,,C15579,Flavanone 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]
C09755,O-glycosides,Flavonoid glycosides,Flavanones,,C09755,Hesperidin
C16422,O-glycosides,Flavonoid glycosides,Flavanones,,C16422,Hesperetin 7-O-glucoside
C16989,O-glycosides,Flavonoid glycosides,Flavanones,,C16989,Liquiritin
C17393,O-glycosides,Flavonoid glycosides,Flavanones,,C17393,Methyl hesperidin
C09099,O-glycosides,Flavonoid glycosides,Flavanones,,C09099,Naringenin 7-O-beta-D-glucoside
C09789,O-glycosides,Flavonoid glycosides,Flavanones,,C09789,Naringin
C09793,O-glycosides,Flavonoid glycosides,Flavanones,,C09793,Narirutin
C09803,O-glycosides,Flavonoid glycosides,Flavanones,,C09803,Neoastilbin
C17675,O-glycosides,Flavonoid glycosides,Flavanones,,C17675,Neocarthamin
C09805,O-glycosides,Flavonoid glycosides,Flavanones,,C09805,Neoeriocitrin
C09806,O-glycosides,Flavonoid glycosides,Flavanones,,C09806,Neohesperidin
C09808,O-glycosides,Flavonoid glycosides,Flavanones,,C09808,Phellamurin
C09828,O-glycosides,Flavonoid glycosides,Flavanones,,C09828,Pinocembrin 7-rhamnosylglucoside
C17531,O-glycosides,Flavonoid glycosides,Flavanones,,C17531,Plantagoside
C17056,O-glycosides,Flavonoid glycosides,Flavanones,,C17056,Plantaginin
C09830,O-glycosides,Flavonoid glycosides,Flavanones,,C09830,Poncirin
C17391,O-glycosides,Flavonoid glycosides,Flavanones,,C17391,Sakuranin
C09478,O-glycosides,Flavonoid glycosides,Flavans,,C09478,Auriculoside
C09617,O-glycosides,Flavonoid glycosides,Flavans,,C09617,Catechin 7-O-beta-D-xyloside
C09636,O-glycosides,Flavonoid glycosides,Flavans,,C09636,Diffutin
C09330,O-glycosides,Glycoalkaloid,N/A,N/A,C09330,Alangiside
C10796,O-glycosides,Glycoalkaloid,N/A,N/A,C10796,alpha-Chaconine
C16643,O-glycosides,Glycoalkaloid,N/A,N/A,C16643,Morphine-3-glucuronide
C16578,O-glycosides,Glycoalkaloid,N/A,N/A,C16578,Morphine-6-glucuronide
C10819,O-glycosides,Glycoalkaloid,N/A,N/A,C10819,Solamargine
C10820,O-glycosides,Glycoalkaloid,N/A,N/A,C10820,Solanine
C10824,O-glycosides,Glycoalkaloid,N/A,N/A,C10824,Solasonine
C10827,O-glycosides,Glycoalkaloid,N/A,N/A,C10827,Tomatine
C10803,O-glycosides,Glycoalkaloid,N/A,N/A,C10803,Demissine
C16749,O-glycosides,Cardiac glycosides,N/A,N/A,C16749,Acetylgitaloxin
C22189,O-glycosides,Cardiac glycosides,N/A,N/A,C22189,Acetyldigoxin
C22190,O-glycosides,Cardiac glycosides,N/A,N/A,C22190,beta-Acetyldigoxin
C22191,O-glycosides,Cardiac glycosides,N/A,N/A,C22191,Acetyldigitoxin
C08845,O-glycosides,Cardiac glycosides,N/A,N/A,C08845,Adynerin
C08843,O-glycosides,Cardiac glycosides,N/A,N/A,C08843,Adonitoxin
C08847,O-glycosides,Cardiac glycosides,N/A,N/A,C08847,alpha-Antiarin
C08848,O-glycosides,Cardiac glycosides,N/A,N/A,C08848,Antioside
C08850,O-glycosides,Cardiac glycosides,N/A,N/A,C08850,Aspecioside
C08851,O-glycosides,Cardiac glycosides,N/A,N/A,C08851,Bipindoside
C17526,O-glycosides,Cardiac glycosides,N/A,N/A,C17526,Boivinide A
C08854,O-glycosides,Cardiac glycosides,N/A,N/A,C08854,Calactin
C08855,O-glycosides,Cardiac glycosides,N/A,N/A,C08855,Calotropin
C19984,O-glycosides,Cardiac glycosides,N/A,N/A,C19984,Cerberin
C08857,O-glycosides,Cardiac glycosides,N/A,N/A,C08857,Cerbertin
C08858,O-glycosides,Cardiac glycosides,N/A,N/A,C08858,Convallatoxin
C19986,O-glycosides,Cardiac glycosides,N/A,N/A,C19986,Convalloside
C17524,O-glycosides,Cardiac glycosides,N/A,N/A,C17524,Coroglaucigenin-3-o-alpha-L-rhamnopyranoside
C17525,O-glycosides,Cardiac glycosides,N/A,N/A,C17525,Corotoxigenin-3-O-alpha-L-rhamnopyranoside
C08859,O-glycosides,Cardiac glycosides,N/A,N/A,C08859,Cymarin
C12669,O-glycosides,Cardiac glycosides,N/A,N/A,C12669,Deslanoside
C08861,O-glycosides,Cardiac glycosides,N/A,N/A,C08861,Diginatin
C08862,O-glycosides,Cardiac glycosides,N/A,N/A,C08862,Digitalin
C06955,O-glycosides,Cardiac glycosides,N/A,N/A,C06955,Digitoxin
C06956,O-glycosides,Cardiac glycosides,N/A,N/A,C06956,Digoxin
C08863,O-glycosides,Cardiac glycosides,N/A,N/A,C08863,Divaricoside
C08864,O-glycosides,Cardiac glycosides,N/A,N/A,C08864,Divostroside
C08865,O-glycosides,Cardiac glycosides,N/A,N/A,C08865,Eriocarpin
C08866,O-glycosides,Cardiac glycosides,N/A,N/A,C08866,Gitoxin
