id,mz,rt,name
5740373,547.357,477.059454,"unknown conserved[89.06/133.09/87.04/177.11/131.07]"
5740378,548.365,402.225828,"unknown conserved[89.06/133.09/70.07/177.11/87.04]"
5740379,548.3466,460.107948,"unknown conserved[89.06/133.09/177.11/87.04/101.06]"
5740449,569.33853333333,482.156826,"unknown conserved[89.06/133.09/87.04/177.11/131.07]"
5740453,570.32882,463.238328,"unknown conserved[89.06/133.09/177.11/87.04/101.06]"
5740507,583.86915,469.261572,"unknown conserved[89.06/133.09/87.04/177.11/583.27]"
5740534,592.3729,465.93258,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5740609,614.3805,469.664328,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5740652,627.8857,475.335702,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5740864,768.50936666667,442.187568,"unknown conserved[89.06/133.09/87.04/177.11/90.06]"
5744391,476.307,391.503246,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
5749033,476.2913,390.801798,"unknown conserved[89.06/133.09/177.11/86.10/87.04]"
5749561,628.3839,456.848688,"unknown conserved[89.06/133.09/87.04/177.11/155.07]"
5749751,784.47605,448.356294,"unknown conserved[89.06/133.09/87.04/177.11/86.10]"
5753264,432.31733333333,378.780846,"unknown conserved[89.06/133.09/177.11/86.10/87.04]"
5754071,614.38385,470.258976,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5754358,960.5964,469.856142,"unknown conserved[89.06/133.09/87.04/131.07/177.11]"
5761683,393.2332,440.342916,"unknown conserved[89.06/133.09/87.04/149.02/177.11]"
5761864,415.278,446.720172,"unknown conserved[89.06/133.09/87.04/86.10/177.11]"
5762516,504.286825,390.958794,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
5762708,547.3574,476.230416,"unknown conserved[89.06/133.09/87.04/177.11/405.17]"
5762787,569.32844,481.766046,"unknown conserved[89.06/133.09/87.04/229.16/177.11]"
5762789,570.3619,464.039544,"unknown conserved[89.06/133.09/177.11/87.04/101.06]"
5762878,592.3724,467.047038,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5762971,614.3855,470.647338,"unknown conserved[89.06/133.09/87.04/177.11/229.15]"
5763016,627.8856,474.362544,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5763100,652.4123,420.787422,"unknown conserved[89.06/133.09/87.04/177.11/86.10]"
5763170,696.4388,429.684294,"unknown conserved[89.06/133.09/87.04/177.11/70.07]"
5767818,652.4098,427.633074,"unknown conserved[89.06/133.09/87.04/177.11/326.21]"
5771066,415.2782,447.610362,"unknown conserved[89.06/133.09/87.04/86.10/177.11]"
5771685,518.320225,506.260614,"unknown conserved[89.06/133.09/177.11/299.06/87.04]"
5772021,608.3866,411.881862,"unknown conserved[89.06/133.09/87.04/177.11/70.07]"
5772384,812.59335,448.539984,"unknown conserved[89.06/133.09/87.04/184.07/177.11]"
5775972,460.28984444444,379.45773,"unknown conserved[89.06/133.09/177.11/86.10/87.04]"
5776429,548.36915,401.483238,"unknown conserved[89.06/133.09/177.11/87.04/70.07]"
5776484,562.3841,511.040856,"unknown conserved[89.06/133.09/177.11/87.04/207.09]"
5776620,606.36835,517.232862,"unknown conserved[89.06/133.09/87.04/177.11/464.22]"
5776692,633.40095,524.22861,"unknown conserved[89.06/133.09/87.04/177.11/100.11]"
5780400,432.25609411765,380.489622,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
5780702,476.34215,391.454382,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
5781230,628.3842,456.019998,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5789815,619.8692,460.813746,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5789902,652.40796666667,430.829532,"unknown conserved[89.06/133.09/87.04/592.39/177.11]"
5793433,432.20482222222,379.06821,"unknown conserved[89.06/133.09/177.11/158.12/87.04]"
5798875,636.4169,420.921774,"unknown conserved[89.06/133.09/87.04/177.11/315.13]"
5802845,504.28166666667,392.424006,"unknown conserved[89.06/133.09/177.11/86.10/87.04]"
5803062,548.3258,402.411504,"unknown conserved[89.06/133.09/177.11/87.04/86.10]"
5803322,619.869,459.58851,"unknown conserved[89.06/133.09/87.04/111.04/177.11]"
5803374,636.41375,420.989886,"unknown conserved[89.06/133.09/87.04/177.11/315.13]"
5807709,584.3566,449.734044,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5807826,619.8691,460.092666,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5807966,680.4619,430.329042,"unknown conserved[89.06/133.09/87.04/177.11/343.12]"
5811877,504.31066666667,392.741544,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
5812233,584.3568,448.423668,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5812394,636.4169,420.86091,"unknown conserved[89.06/133.09/87.04/177.11/268.19]"
5815977,432.23714375,378.806418,"unknown conserved[89.06/133.09/158.12/177.11/87.04]"
5816877,619.8693,458.506914,"unknown conserved[89.06/133.09/87.04/444.16/177.11]"
5816927,636.4171,420.33516,"unknown conserved[89.06/133.09/87.04/177.11/315.13]"
5820537,432.19481111111,378.613302,"unknown conserved[89.06/133.09/177.11/158.12/87.04]"
5821505,636.4177,419.784426,"unknown conserved[89.06/133.09/87.04/177.11/315.13]"
5825022,432.2099875,378.561654,"unknown conserved[89.06/133.09/158.12/177.11/87.04]"
5829526,432.2088,378.859338,"unknown conserved[89.06/133.09/177.11/158.12/87.04]"
5830446,619.8699,458.434836,"unknown conserved[89.06/133.09/87.04/177.11/444.16]"
5840505,608.3109,438.80045225716,"unknown conserved[89.06/133.09/177.11/87.04/131.07]"
5849133,564.3577,494.3165359745,"unknown conserved[89.06/133.09/87.04/177.11/75.49]"
5853520,594.368,474.4212091217,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
5867055,688.5193,861.67688419914,"unknown conserved[89.06/133.09/85.10/87.04/177.11]"
5881385,432.2681,458.52519705391,"unknown conserved[89.06/133.09/304.08/177.11/87.04]"
5898826,564.3574,493.13625505066,"unknown conserved[89.06/133.09/87.04/211.02/177.11]"
5903268,564.3577,493.84464814758,"unknown conserved[89.06/133.09/87.04/211.02/177.11]"
5912312,564.3577,493.78194906807,"unknown conserved[89.06/133.09/87.04/211.02/177.11]"
5916730,564.3578,493.683899189,"unknown conserved[89.06/133.09/87.04/211.02/177.11]"
5916785,608.3835,503.48956801987,"unknown conserved[89.06/133.09/87.04/177.11/79.15]"
5921274,564.3575,494.32831814384,"unknown conserved[89.06/133.09/87.04/177.11/211.02]"
5930356,608.3837,504.05119397736,"unknown conserved[89.06/133.09/87.04/177.11/150.63]"
5934959,608.3836,504.15054323769,"unknown conserved[89.06/133.09/87.04/177.11/135.77]"
5940707,681.4467,507.94603707886,"unknown conserved[89.06/133.09/228.19/87.04/177.11]"
5940842,751.9479,562.4480600605,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
5940861,768.495,522.68637015915,"unknown conserved[89.06/133.09/87.04/177.11/228.21]"
5940889,784.5772,529.61771609879,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
5946514,707.9217,555.74477222061,"unknown conserved[89.06/133.09/87.04/177.11/228.18]"
5946587,751.9475,561.8592531929,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
5946607,768.48285,522.80395915604,"unknown conserved[89.06/133.09/87.04/177.11/130.09]"
5946633,784.57623571429,529.75031926727,"unknown conserved[89.06/133.09/87.04/228.18/177.11]"
5951042,477.2418,468.58902504539,"unknown conserved[89.06/133.09/84.08/87.04/177.11]"
5951247,521.38073333333,479.65219404793,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
5952064,729.934,559.52994802094,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5952084,740.5018,522.43725516891,"unknown conserved[89.06/133.09/87.04/228.18/177.11]"
5952096,751.9476,561.83790710068,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
5952141,784.57533333333,529.59337618446,"unknown conserved[89.06/133.09/228.20/87.04/177.11]"
5956344,477.2459,468.40215828514,"unknown conserved[89.06/133.09/84.08/177.11/87.04]"
5956853,591.31909824561,499.73816230392,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
5957255,707.9217,555.56579020119,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
5957277,729.9338,558.99760320282,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
5957293,740.50186666667,522.33286812401,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
5957325,768.4829,522.90633633232,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
5957347,784.57145,529.78210117912,"unknown conserved[89.06/133.09/228.20/87.04/177.11]"
5961237,477.253,469.42664911842,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
5961379,521.36667142857,480.51102402306,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
5961838,636.4164,499.37089994049,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
5962019,740.49205,522.95446207619,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
5962042,768.4948,523.89208891487,"unknown conserved[89.06/133.09/228.18/87.04/177.11]"
5965708,636.4069,499.69440319633,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
5968175,520.37036666667,480.87750222778,"unknown conserved[89.06/133.09/228.20/177.11/87.04]"
5974555,476.3068,469.0716343174,"unknown conserved[89.06/133.09/228.20/177.11/87.04]"
5982581,608.3853,499.96101501083,"unknown conserved[89.06/133.09/228.18/87.04/177.11]"
5985503,608.3851,499.85152103996,"unknown conserved[89.06/133.09/228.19/87.04/177.11]"
5988396,608.304275,499.96773221588,"unknown conserved[89.06/133.09/228.18/87.04/177.11]"
5994319,520.33823793103,480.33003428078,"unknown conserved[89.06/133.09/228.19/87.04/177.11]"
6008839,638.3958,480.2879781971,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
6008933,682.4215,488.41852119064,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
6008962,695.4256,558.89832117653,"unknown conserved[89.06/133.09/87.04/177.11/90.06]"
6008987,708.7593,566.35423019028,"unknown conserved[89.06/133.09/87.04/177.11/228.21]"
6009012,723.0999,566.60295822716,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6009016,726.4474,496.29036524391,"unknown conserved[89.06/133.09/177.11/87.04/228.20]"
6009030,738.1099,569.82016828156,"unknown conserved[89.06/133.09/87.04/177.11/113.06]"
6009033,738.9493,566.10519220924,"unknown conserved[89.06/133.09/87.04/177.11/131.07]"
6009035,739.45346666667,565.19344308472,"unknown conserved[89.06/133.09/87.04/177.11/228.19]"
6009064,770.4521,503.51082422829,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
6009085,782.4736,571.17923119164,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6009125,814.4998,511.19382121658,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
6009136,828.5153,535.61427023506,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
6009137,829.5185,536.6836002121,"unknown conserved[89.06/133.09/87.04/829.44/177.11]"
6013862,520.33487142857,479.70165922737,"unknown conserved[89.06/133.09/177.11/87.04/86.10]"
6014478,696.4373,516.30785825348,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6014539,740.4634,523.78818514442,"unknown conserved[89.06/133.09/228.21/87.04/177.11]"
6019466,520.3314,479.3571062336,"unknown conserved[89.06/133.09/86.10/177.11/87.04]"
6019944,652.4058,507.56639435387,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
6025920,828.5162,536.18999531364,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
6030530,521.38088571429,479.06130006409,"unknown conserved[89.06/133.09/87.04/177.11/90.06]"
6031558,784.56515714286,529.58091213799,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
6037088,695.43296,558.76107814407,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6037212,738.4468,565.34505322075,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6037215,739.45315,565.6351301918,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6037282,784.5623,528.91487314796,"unknown conserved[89.06/133.09/87.04/228.18/177.11]"
6041695,520.3169,482.4963081131,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6047400,740.464,523.63889196014,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6051768,520.46500555556,480.68375303841,"unknown conserved[89.06/133.09/87.04/70.07/177.11]"
6062879,635.35091,507.94034412003,"unknown conserved[89.06/133.09/87.04/228.21/177.11]"
6063078,695.42586666667,559.33167030907,"unknown conserved[89.06/133.09/87.04/177.11/239.15]"
6063131,724.4684,515.98410632706,"unknown conserved[89.06/133.09/228.20/87.04/177.11]"
6063132,724.4477,573.88868119812,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6063138,726.40625,497.62406828499,"unknown conserved[89.06/133.09/228.18/87.04/177.11]"
6063143,729.9338,558.18861630058,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
6063180,751.9468,562.43627431488,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
6063199,770.4738,504.00694229698,"unknown conserved[89.06/133.09/177.11/87.04/101.06]"
6063254,814.5002,510.55095412827,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6063268,828.5155,535.86323311424,"unknown conserved[89.06/133.09/87.04/228.20/177.11]"
6068330,680.47745454545,508.71648314095,"unknown conserved[89.06/133.09/87.04/228.18/177.11]"
6068483,773.96,564.18924119568,"unknown conserved[89.06/133.09/87.04/177.11/111.04]"
6068594,828.5154,536.3652370224,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6072664,521.3239,480.22600128746,"unknown conserved[89.06/133.09/87.04/520.24/177.11]"
6073348,740.4632,522.81820228195,"unknown conserved[89.06/133.09/228.20/87.04/177.11]"
6076919,393.2453,522.298905159,"unknown conserved[89.06/133.09/87.04/201.12/177.11]"
6078448,699.40796666667,547.9305191288,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
6078546,773.96,564.31288697815,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
6078592,795.9733,568.02195313072,"unknown conserved[89.06/133.09/87.04/177.11/95.05]"
6078615,812.5212,529.67073395348,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6078634,828.5164,536.07759907341,"unknown conserved[89.06/133.09/87.04/177.11/131.07]"
6083748,698.7599,591.1239850769,"unknown conserved[89.06/133.09/87.04/177.11/228.20]"
6083774,708.0862,565.4204211483,"unknown conserved[89.06/133.09/87.04/177.11/113.06]"
6083796,713.41145,594.73459127045,"unknown conserved[89.06/133.09/87.04/177.11/468.25]"
6083824,726.4471,497.15654018021,"unknown conserved[89.06/133.09/87.04/177.11/101.06]"
6083828,729.93415,549.08280923462,"unknown conserved[89.06/133.09/87.04/228.19/177.11]"
6083856,739.4535,565.66849305725,"unknown conserved[89.06/133.09/87.04/177.11/131.07]"
