ID,class,category,subcategory,order,entry,name
C10999,Group 1: Carcinogenic to humans,Compounds,,,C10999,"4,4'-Methylene-bis-(2-chloroaniline)"
C02227,Group 1: Carcinogenic to humans,Compounds,,,C02227,2-Naphthylamine	Urinary bladder
C16452,Group 1: Carcinogenic to humans,Compounds,,,C16452,N'-Nitrosonornicotine
C16453,Group 1: Carcinogenic to humans,Compounds,,,C16453,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
C14573,Group 1: Carcinogenic to humans,Compounds,,,C14573,"3,3',4,4',5-Pentachlorobiphenyl"
C18106,Group 1: Carcinogenic to humans,Compounds,,,C18106,"2,3,4,7,8-Pentachlorodibenzofuran"
C07591,Group 1: Carcinogenic to humans,Compounds,,,C07591,Phenacetin	Renal pelvis and ureter
C19162,Group 1: Carcinogenic to humans,Compounds,,,C19162,Phosphorus-32	Leukaemia and/or lymphoma
C19159,Group 1: Carcinogenic to humans,Compounds,,,C19159,"Plutonium	Liver and bile duct, lung, bone"
C16455,Group 1: Carcinogenic to humans,Compounds,,,C16455,Radium-224	Bone
C16456,Group 1: Carcinogenic to humans,Compounds,,,C16456,"Radium-226	Bone, Nasal cavity and paranasal sinus"
C16457,Group 1: Carcinogenic to humans,Compounds,,,C16457,"Radium-228	Bone, Nasal cavity and paranasal sinus"
C16454,Group 1: Carcinogenic to humans,Compounds,,,C16454,Radon-222	Lung
C07640,Group 1: Carcinogenic to humans,Compounds,,,C07640,Semustine	Leukaemia and/or lymphoma
C16458,Group 1: Carcinogenic to humans,Compounds,,,C16458,Shale oils	Skin (malignant neoplasms except melanoma)
C16459,Group 1: Carcinogenic to humans,Compounds,,,C16459,Crystalline silica	Lung
C19164,Group 1: Carcinogenic to humans,Compounds,,,C19164,Sulfur mustard	Lung
C07108,Group 1: Carcinogenic to humans,Compounds,,,C07108,Tamoxifen	Endometrium
C07557,Group 1: Carcinogenic to humans,Compounds,,,C07557,"2,3,7,8-Tetrachlorodibenzodioxin"
C07641,Group 1: Carcinogenic to humans,Compounds,,,C07641,Thiotepa	Leukaemia and/or lymphoma
C19157,Group 1: Carcinogenic to humans,Compounds,,,C19157,"Thorium-232	Liver and bile duct, gallbladder, leukaemia and/or lymphoma"
C14403,Group 1: Carcinogenic to humans,Compounds,,,C14403,o-Toluidine	Urinary bladder
C19557,Group 1: Carcinogenic to humans,Compounds,,,C19557,Treosulfan	Leukaemia and/or lymphoma
C06790,Group 1: Carcinogenic to humans,Compounds,,,C06790,Trichloroethene	Kidney
C06793,Group 1: Carcinogenic to humans,Compounds,,,C06793,Vinyl chloride	Liver and bile duct
,Group 1: Carcinogenic to humans,Exposure circimstances / Environment,,,,"Acid mists, strong inorganic	Larynx"
C01659,Group 2A: Probably carcinogenic to humans,Compounds,,,C01659,Acrylamide
C01661,Group 2A: Probably carcinogenic to humans,Compounds,,,C01661,Adriamycin
C11262,Group 2A: Probably carcinogenic to humans,Compounds,,,C11262,5-Azacytidine
C19165,Group 2A: Probably carcinogenic to humans,Compounds,,,C19165,Benzal chloride
C19166,Group 2A: Probably carcinogenic to humans,Compounds,,,C19166,Benzotrichloride
C19167,Group 2A: Probably carcinogenic to humans,Compounds,,,C19167,Benzyl chloride
C19168,Group 2A: Probably carcinogenic to humans,Compounds,,,C19168,Benzoyl chloride
C06873,Group 2A: Probably carcinogenic to humans,Compounds,,,C06873,Carmustine
C18754,Group 2A: Probably carcinogenic to humans,Compounds,,,C18754,Captafol
C14866,Group 2A: Probably carcinogenic to humans,Compounds,,,C14866,Chloral
C06899,Group 2A: Probably carcinogenic to humans,Compounds,,,C06899,Chloral hydrate
C00918,Group 2A: Probably carcinogenic to humans,Compounds,,,C00918,Chloramphenicol
C19169,Group 2A: Probably carcinogenic to humans,Compounds,,,C19169,4-Chloro-ortho-toluidine
C19170,Group 2A: Probably carcinogenic to humans,Compounds,,,C19170,Chlorozotocin
C06911,Group 2A: Probably carcinogenic to humans,Compounds,,,C06911,Cisplatin
C19171,Group 2A: Probably carcinogenic to humans,Compounds,,,C19171,Cobalt
C19172,Group 2A: Probably carcinogenic to humans,Compounds,,,C19172,Creosotes
C19173,Group 2A: Probably carcinogenic to humans,Compounds,,,C19173,Cyclopenta[cd]pyrene
C19220,Group 2A: Probably carcinogenic to humans,Compounds,,,C19220,"Dibenz[a,j]acridine"
C14325,Group 2A: Probably carcinogenic to humans,Compounds,,,C14325,"Dibenz[a,h]anthracene"
C19174,Group 2A: Probably carcinogenic to humans,Compounds,,,C19174,"Dibenzo[a,l]pyrene"
C14706,Group 2A: Probably carcinogenic to humans,Compounds,,,C14706,Diethyl sulfate
C19175,Group 2A: Probably carcinogenic to humans,Compounds,,,C19175,Dimethylcarbamoyl chloride
C19176,Group 2A: Probably carcinogenic to humans,Compounds,,,C19176,"1,2-Dimethylhydrazine"
C19177,Group 2A: Probably carcinogenic to humans,Compounds,,,C19177,Dimethyl sulfate
C14449,Group 2A: Probably carcinogenic to humans,Compounds,,,C14449,Epichlorohydrin
C01537,Group 2A: Probably carcinogenic to humans,Compounds,,,C01537,Ethyl carbamate
C11088,Group 2A: Probably carcinogenic to humans,Compounds,,,C11088,Ethylene dibromide
C10920,Group 2A: Probably carcinogenic to humans,Compounds,,,C10920,Glycidol
C19179,Group 2A: Probably carcinogenic to humans,Compounds,,,C19179,Indium phosphide
C19180,Group 2A: Probably carcinogenic to humans,Compounds,,,C19180,IQ
C07079,Group 2A: Probably carcinogenic to humans,Compounds,,,C07079,Lomustine
C01557,Group 2A: Probably carcinogenic to humans,Compounds,,,C01557,5-Methoxypsoralen
C19181,Group 2A: Probably carcinogenic to humans,Compounds,,,C19181,Methyl methanesulfonate
C14592,Group 2A: Probably carcinogenic to humans,Compounds,,,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine
C14595,Group 2A: Probably carcinogenic to humans,Compounds,,,C14595,N-Methyl-N-nitrosourea
C19271,Group 2A: Probably carcinogenic to humans,Compounds,,,C19271,6-Nitrochrysene
C07115,Group 2A: Probably carcinogenic to humans,Compounds,,,C07115,Nitrogen mustard
C14421,Group 2A: Probably carcinogenic to humans,Compounds,,,C14421,1-Nitropyrene
C14422,Group 2A: Probably carcinogenic to humans,Compounds,,,C14422,N-Nitrosodiethylamine
C14704,Group 2A: Probably carcinogenic to humans,Compounds,,,C14704,N-Nitrosodimethylamine
C19597,Group 2A: Probably carcinogenic to humans,Compounds,,,C19597,2-Nitrotoluene
C19178,Group 2A: Probably carcinogenic to humans,Compounds,,,C19178,N-Nitroso-N-ethylurea
C07376,Group 2A: Probably carcinogenic to humans,Compounds,,,C07376,Procarbazine hydrochloride
C02083,Group 2A: Probably carcinogenic to humans,Compounds,,,C02083,Styrene oxide
C11153,Group 2A: Probably carcinogenic to humans,Compounds,,,C11153,Teniposide
C06789,Group 2A: Probably carcinogenic to humans,Compounds,,,C06789,Tetrachloroethene
C14400,Group 2A: Probably carcinogenic to humans,Compounds,,,C14400,"1,2,3-Trichloropropane"
C19182,Group 2A: Probably carcinogenic to humans,Compounds,,,C19182,"Tris(2,3-dibromopropyl) phosphate"
C19184,Group 2A: Probably carcinogenic to humans,Compounds,,,C19184,Vinyl bromide
C19185,Group 2A: Probably carcinogenic to humans,Compounds,,,C19185,Vinyl fluoride
C19186,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19186,A-alpha-C
C00084,Group 2B: Possibly carcinogenic to humans,Compounds,,,C00084,Acetaldehyde
C06244,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06244,Acetamide
C01998,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01998,Acrylonitrile
C19558,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19558,AF-2
C16756,Group 2B: Possibly carcinogenic to humans,Compounds,,,C16756,Aflatoxin M1	Liver and bile duct
C19187,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19187,para-Aminoazobenzene
C19188,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19188,ortho-Aminoazotoluene
C19211,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19211,"1-Amino-2,4-dibromoanthraquinone"
C19189,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19189,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole"
C01553,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01553,Amsacrine
C19191,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19191,ortho-Anisidine
C16207,Group 2B: Possibly carcinogenic to humans,Compounds,,,C16207,Anthraquinone
C19192,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19192,Antimony trioxide
C19019,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19019,Aramite
C19193,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19193,Auramine
C19194,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19194,Azaserine
C11687,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11687,Aziridine
C19195,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19195,Benz[j]aceanthrylene
C14317,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14317,Benz[a]anthracene
C14320,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14320,Benzo[b]fluoranthene
C19196,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19196,Benzo[j]fluoranthene
C14321,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14321,Benzo[k]fluoranthene
C14512,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14512,Benzofuran
C19197,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19197,Benzo[c]phenanthrene
C06354,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06354,Benzophenone
C19198,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19198,Benzyl violet 4B
C19199,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19199,"2,2-Bis(bromomethyl)propane-1,3-diol"
C03690,Group 2B: Possibly carcinogenic to humans,Compounds,,,C03690,Bis(2-ethylhexyl)phthalate
C15773,Group 2B: Possibly carcinogenic to humans,Compounds,,,C15773,Bleomycin
C19212,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19212,Bromochloroacetic acid
C14708,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14708,Bromodichloromethane
C15469,Group 2B: Possibly carcinogenic to humans,Compounds,,,C15469,Butylated hydroxyanisole
C19201,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19201,beta-Butyrolactone
C01481,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01481,Caffeate
C08060,Group 2B: Possibly carcinogenic to humans,Compounds,,,C08060,Carbazole
C19202,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19202,Carbon black
C07561,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07561,Carbon tetrachloride
C00090,Group 2B: Possibly carcinogenic to humans,Compounds,,,C00090,Catechol
C14176,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14176,Chlordane
C01792,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01792,Chlordecone
C19204,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19204,Chlorendic acid
C14450,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14450,4-Chloroaniline
C19205,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19205,3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone
C13827,Group 2B: Possibly carcinogenic to humans,Compounds,,,C13827,Chloroform
C19206,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19206,1-Chloro-2-methylpropene
C19207,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19207,4-Chloro-ortho-phenylenediamine
C19208,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19208,Chloroprene
C11037,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11037,Chlorothalonil
C14222,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14222,Chrysene
C19209,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19209,CI Acid red 114
C19210,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19210,CI Basic red 9
C19213,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19213,CI Direct Blue 15
C19214,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19214,Citrus Red No.2
C19215,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19215,Cobalt sulfate
C19216,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19216,para-Cresidine
C14396,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14396,Cumene
C01418,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01418,Cycasin
C06936,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06936,Dacarbazine
C10312,Group 2B: Possibly carcinogenic to humans,Compounds,,,C10312,Danthron
C01907,Group 2B: Possibly carcinogenic to humans,Compounds,,,C01907,Daunorubicin
C04623,Group 2B: Possibly carcinogenic to humans,Compounds,,,C04623,DDT
C19217,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19217,"N,N'-Diacetylbenzidine"
C19218,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19218,"2,4-Diaminoanisole"
C14759,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14759,"4,4'-Diaminodiphenyl ether"
C14401,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14401,"2,4-Diaminotoluene"
C19219,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19219,"Dibenz[a,h]acridine"
C20122,Group 2B: Possibly carcinogenic to humans,Compounds,,,C20122,"Dibenz[c,h]acridine"
C19221,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19221,"7H-Dibenzo[c,g]carbazole"
C19222,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19222,"Dibenzo[a,h]pyrene"
C19223,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19223,"Dibenzo[a,i]pyrene"
C20123,Group 2B: Possibly carcinogenic to humans,Compounds,,,C20123,Dibromoacetic acid
C19396,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19396,Dibromoacetonitrile
C14336,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14336,"1,2-Dibromo-3-chloropropane"
C19224,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19224,"2,3-Dibromo-1-propanol"
C11149,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11149,Dichloroacetate
C07092,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07092,"1,4-Dichlorobenzene"
C19225,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19225,"3,3'-Dichlorobenzidine"
C19226,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19226,"3,3'-Dichloro-4,4'-diaminodiphenyl ether"
C06752,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06752,"1,2-Dichloroethane"
C02271,Group 2B: Possibly carcinogenic to humans,Compounds,,,C02271,Dichloromethane
C14399,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14399,"1,3-Dichloro-2-propanol"
C18627,Group 2B: Possibly carcinogenic to humans,Compounds,,,C18627,"1,3-Dichloropropene"
C14430,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14430,Dichlorvos
C06772,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06772,Diethanolamine
C19227,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19227,"1,2-Diethylhydrazine"
C19228,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19228,Diglycidyl resorcinol ether
C19229,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19229,Dihydrosafrole
C19230,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19230,Diisopropyl sulfate
C19231,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19231,"3,3'-Dimethoxybenzidine"
C03764,Group 2B: Possibly carcinogenic to humans,Compounds,,,C03764,para-(Dimethylamino)azobenzene
C19232,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19232,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2- furyl)-vinyl]-1,3,4-oxadiazole"
C11004,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11004,"2,6-Dimethylaniline"
C07308,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07308,Dimethylarsinate
C14443,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14443,"3,3'-Dimethylbenzidine"
C19233,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19233,"1,1-Dimethylhydrazine"
C19234,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19234,"3,7-Dinitrofluoranthene"
C19235,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19235,"3,9-Dinitrofluoranthene"
C19408,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19408,"1,3-Dinitropyrene"
C14424,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14424,"1,6-Dinitropyrene"
C14423,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14423,"1,8-Dinitropyrene"
C11006,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11006,"2,4-Dinitrotoluene"
C11008,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11008,"2,6-Dinitrotoluene"
C14440,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14440,"1,4-Dioxane"
C19236,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19236,Disperse Blue 1
C19237,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19237,"1,2-Epoxybutane"
C19238,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19238,Ethyl acrylate
C07111,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07111,Ethylbenzene
C19239,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19239,Ethyl methanesulfonate
C19241,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19241,Fumonisin B1
C19242,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19242,Fumonisin B2
C19243,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19243,Fusarin C
C19240,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19240,Nifurthiazole
C14275,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14275,Furan
C19244,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19244,Glu-P-1
C19245,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19245,Glu-P-2
C19246,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19246,Glycidaldehyde
C06686,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06686,Griseofulvin
C19247,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19247,HC Blue No.1
C14185,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14185,Heptachlor
C11042,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11042,Hexachlorobenzene
C19248,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19248,Hexachloroethane
C19249,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19249,"2,4-Hexadienal"
C19250,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19250,Hexamethylphosphoramide
C05361,Group 2B: Possibly carcinogenic to humans,Compounds,,,C05361,Hydrazine
C02980,Group 2B: Possibly carcinogenic to humans,Compounds,,,C02980,1-Hydroxyanthraquinone
C19251,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19251,"Indeno[1,2,3-cd]pyrene"
C13774,Group 2B: Possibly carcinogenic to humans,Compounds,,,C13774,Iron dextran
C16521,Group 2B: Possibly carcinogenic to humans,Compounds,,,C16521,Isoprene
C10341,Group 2B: Possibly carcinogenic to humans,Compounds,,,C10341,Lasiocarpine
C06696,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06696,Lead
C19267,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19267,Levofuraltadone
C19252,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19252,Magenta
C19253,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19253,MeA-alpha-C
C08150,Group 2B: Possibly carcinogenic to humans,Compounds,,,C08150,Medroxyprogesterone acetate
C19254,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19254,MeIQ
C19255,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19255,MeIQx
C19256,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19256,Merphalan
C07294,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07294,Methylarsonate
C19257,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19257,2-Methylaziridine
C19258,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19258,Methylazoxymethanol acetate
C19259,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19259,5-Methylchrysene
C19260,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19260,"4,4'-Methylene bis(2-methylaniline)"
C14288,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14288,"4,4'-Methylenedianiline"
C10454,Group 2B: Possibly carcinogenic to humans,Compounds,,,C10454,Methyleugenol
C19261,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19261,2-Methylimidazole
C19262,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19262,4-Methylimidazole
C19263,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19263,Methyl isobutyl ketone
C19264,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19264,2-Methyl-1-nitroanthraquinone
C19301,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19301,N-Methyl-N-nitrosourethane
C14395,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14395,alpha-Methylstyrene
C19265,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19265,Methylthiouracil
C14135,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14135,"4,4'-Methylenebis(N,N-dimethylaniline)"
C07203,Group 2B: Possibly carcinogenic to humans,Compounds,,,C07203,Metronidazole
C19266,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19266,Michler's ketone
C05371,Group 2B: Possibly carcinogenic to humans,Compounds,,,C05371,Microcystin-LR
C14184,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14184,Mirex
C06681,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06681,Mitomycin
C11195,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11195,Mitoxantrone
C18676,Group 2B: Possibly carcinogenic to humans,Compounds,,,C18676,"3-Monochloro-1,2-propanediol"
C10350,Group 2B: Possibly carcinogenic to humans,Compounds,,,C10350,Monocrotaline
C11371,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11371,Nafenopin
C00829,Group 2B: Possibly carcinogenic to humans,Compounds,,,C00829,Naphthalene
C00291,Group 2B: Possibly carcinogenic to humans,Compounds,,,C00291,"Nickel	Nasal cavity and paranasal sinus, lung"
C19268,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19268,Niridazole
C14695,Group 2B: Possibly carcinogenic to humans,Compounds,,,C14695,Nitrilotriacetic acid
C19269,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19269,5-Nitroacenaphthene
C19270,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19270,2-Nitroanisole
C20824,Group 2B: Possibly carcinogenic to humans,Compounds,,,C20824,3-Nitrobenzanthrone
C06813,Group 2B: Possibly carcinogenic to humans,Compounds,,,C06813,Nitrobenzene
C11065,Group 2B: Possibly carcinogenic to humans,Compounds,,,C11065,Nitrofen
C10923,Group 2B: Possibly carcinogenic to humans,Compounds,,,C10923,2-Nitrofluorene
C19272,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19272,Nifuradene
C19273,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19273,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide
C19274,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19274,Nitrogen mustard N-oxide
C19275,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19275,Nitromethane
C02116,Group 2B: Possibly carcinogenic to humans,Compounds,,,C02116,2-Nitropropane
C19276,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19276,4-Nitropyrene
C19277,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19277,N-Nitrosodi-n-butylamine
C19278,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19278,N-Nitrosodiethanolamine
C19279,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19279,N-Nitrosodi-n-propylamine
C19280,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19280,3-(N-Nitrosomethylamino)propionitrile
C19281,Group 2B: Possibly carcinogenic to humans,Compounds,,,C19281,N-Nitrosomethylethylamine
