GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
1277651,265,29595635,10.1097/md.0000000000010123,2018-03-01,TRUE,"Aspirin plus dipyridamole has the highest surface under the cumulative ranking curves (SUCRA) values in terms of mortality, intracranial hemorrhage, and adverse event rate among 7 drug therapies in the treatment of cerebral infarction","Jian-Jun Zhang, Xin Liu",Medicine,2018 Mar; 97(13):e0123,,,,2244,54678486,Warfarin,TRUE,60946,30006,34603510,12151058,3464,127488
3239433,265,34988752,10.1007/s10140-021-02003-3,2022-01-06,FALSE,Increased relative risk of delayed hemorrhage in patients taking anticoagulant/antiplatelet medications with concurrent aspirin therapy: implications for clinical practice based on 3-year retrospective analysis in a large health system,"Warren Chang, Danielle Yin, Charles Li, Brian Weston, Albert Sohn, Christian Wanamaker, Matthew Kulzer, Tyson Tragon, Michael Spearman, Laura Eisenmenger, Michael Goldberg",Emergency radiology,2022 Jan; ?(?):,,,,2244,54678486,Warfarin,TRUE,60946,30006,34603510,12151058,3464,127488
3359870,265,35018441,10.1093/gerona/glac006,2022-01-09,FALSE,Influence of Long-term Non-Aspirin NSAID use on Risk of Frailty in Men ≥60 years: The Physicians' Health Study,"Ariela R Orkaby, Rachel Ward, Jiaying Chen, Akshay Shanbhag, Howard D Sesso, J Michael Gaziano, Luc Djousse, Jane A Driver","The journals of gerontology. Series A, Biological sciences and medical sciences",2022 Jan; ?(?):,,,,2244,54678486,Warfarin,TRUE,60946,30006,34603510,12151058,3464,127488
3363299,265,35026368,10.1016/j.arth.2022.01.008,2022-01-10,FALSE,Aspirin Administered for Venous Thromboembolism Prophylaxis May Protect Against Stiffness Following Total Knee Arthroplasty,"Noam Shohat, Leanne Ludwick, Ryan Sutton, Emanuele Chisari, Javad Parvizi",The Journal of arthroplasty,2022 Jan; ?(?):,,,,2244,54678486,Warfarin,TRUE,60946,30006,34603510,12151058,3464,127488
3366682,265,35034937,10.5761/atcs.oa.21-00236,2022-01-17,FALSE,Therapeutic-Dose Warfarin (International Normalized Ratio >1.6) Plus Aspirin Improved Long-Term Patency of Saphenous Vein Graft without Bleeding Complication,"Dai Tasaki, Hirokuni Arai, Kenji Yokoyama, Tomoya Yoshizaki",Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia,2022 Jan; ?(?):,,,,2244,54678486,Warfarin,TRUE,60946,30006,34603510,12151058,3464,127488
3809350,265,35926656,10.1016/j.jid.2022.07.011,2022-08-02,FALSE,Aspirin Protects against UVB-Induced DNA Damage through Activation of AMP Kinase,"Hafeez Rahman, Tong Liu, Sajjad Askaryar, Douglas Grossman",The Journal of investigative dermatology,2022 Aug; ?(?):,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
5762616,265,34576324,10.3390/ijms221810162,2021-09-21,FALSE,Endothelium-Derived Hyperpolarizing Factor (EDHF) Mediates Acetylsalicylic Acid (Aspirin) Vasodilation of Pregnant Rat Mesenteric Arteries,"Helga Helgadóttir, Teresa Tropea, Sveinbjörn Gizurarson, Maurizio Mandalà",International journal of molecular sciences,2021 Sep; 22(18):,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
3130700,260,27023565,10.3390/ph9020017,2016-03-23,TRUE,Non-Steroidal Anti-Inflammatory Drugs and Aspirin Therapy for the Treatment of Acute and Recurrent Idiopathic Pericarditis,"Nicholas Schwier, Nicole Tran","Pharmaceuticals (Basel, Switzerland)",2016 Mar; 9(2):,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
5431509,260,33920786,10.3390/cells10040908,2021-04-15,FALSE,ZINC40099027 Promotes Gastric Mucosal Repair in Ongoing Aspirin-Associated Gastric Injury by Activating Focal Adhesion Kinase,"Sema Oncel, Rashmi Gupta, Qinggang Wang, Marc D Basson",Cells,2021 04; 10(4):,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
5707539,260,34428217,10.1371/journal.pone.0254606,2021-01-01,FALSE,Physiologically relevant aspirin concentrations trigger immunostimulatory cytokine production by human leukocytes,"Regine Brox, Holger Hackstein",PloS one,2021; 16(8):e0254606,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
1282638,255,29610558,10.3164/jcbn.17-46,2018-03-01,FALSE,Effect of egualen sodium hydrate on small-intestinal mucosal damage induced by low-dose aspirin: a prospective randomized clinical trial,"Munetaka Iguchi, Kazuki Kakimoto, Takanori Kuramoto, Kei Nakazawa, Minori Kubota, Yuki Hirata, Kaori Fujiwara, Satoshi Harada, Taisuke Sakanaka, Kazuhiro Ota, Shoko Edogawa, Yuichi Kojima, Sadaharu Nouda, Toshihiko Okada, Ken Kawakami, Toshihisa Takeuchi, Takuya Inoue, Kazuhide Higuchi",Journal of clinical biochemistry and nutrition,2018 Mar; 62(2):174-178,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
5833162,165,34769120,10.3390/ijms222111689,2021-10-28,FALSE,"Effect of NSAIDs Supplementation on the PACAP-, SP- and GAL-Immunoreactive Neurons in the Porcine Jejunum","Marta Brzozowska, Barbara Jana, Jarosław Całka",International journal of molecular sciences,2021 Oct; 22(21):,,,,2244,3715,Indomethacin,TRUE,60946,37659,34603510,12151058,2911,103082
5221907,270,33336182,10.1016/j.wjorl.2020.07.004,2020-12-01,TRUE,Endogenous cannabinoids may regulate chronic inflammation in aspirin-exacerbated respiratory disease,Joshua M Levy,World journal of otorhinolaryngology - head and neck surgery,2020 Dec; 6(4):255-257,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
5324903,270,33618245,10.1016/j.mehy.2021.110536,2021-04-01,TRUE,Aspirin and celecoxib may help to rectify a neurotransmission imbalance in bipolar disorder,Stanley I Rapoport,Medical hypotheses,2021 Apr; 149(?):110536,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
5708150,270,34429873,10.1002/clt2.12048,2021-08-01,TRUE,Biomarkers for predicting response to long-term high dose aspirin therapy in aspirin-exacerbated respiratory disease,"Lucyna Mastalerz, Katarzyna E Tyrak",Clinical and translational allergy,2021 Aug; 11(6):e12048,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
259667,265,29414455,10.1016/j.rmed.2018.01.002,2018-02-01,TRUE,Aspirin exacerbated respiratory disease: Current topics and trends,"José Carlos Rodríguez-Jiménez, Fernanda Judith Moreno-Paz, Luis Manuel Terán, Eduardo Guaní-Guerra",Respiratory medicine,2018 02; 135(?):62-75,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
1302039,265,29667460,10.1080/09537104.2018.1445839,2018-07-01,TRUE,"Clinical utility of remote platelet function measurement using P-selectin: assessment of aspirin, clopidogrel, and prasugrel and bleeding disorders","Philip M Bath, Jane May, Stan Heptinstall",Platelets,2018 Jul; 29(5):425-430,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
3357217,265,35011685,10.3390/cells11010123,2021-12-30,FALSE,Aspirin Inhibition of Group VI Phospholipase A2 Induces Synthetic Lethality in AAM Pathway Down-Regulated Gingivobuccal Squamous Carcinoma,"Kshama Pansare, Bhabani Mohanty, Ranjeeta Dhotre, Aafrin M Pettiwala, Saili Parab, Neha Gupta, Poonam Gera, Nilesh Gardi, Rucha Dugge, Priyanka Sahu, Ruby Alhans, Pradnya Kowtal, Pradip Chaudhari, Rajiv Sarin",Cells,2021 Dec; 11(1):,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
3475458,265,35330446,10.3390/jpm12030447,2022-03-11,FALSE,Local and Systemic Production of Pro-Inflammatory Eicosanoids Is Inversely Related to Sensitization to Aeroallergens in Patients with Aspirin-Exacerbated Respiratory Disease,"Daniel P Potaczek, Gabriela Trąd, Marek Sanak, Holger Garn, Lucyna Mastalerz",Journal of personalized medicine,2022 Mar; 12(3):,,,,2244,444899,Arachidonic acid,TRUE,60946,42399,34603510,12151058,2728,94619
1302039,265,29667460,10.1080/09537104.2018.1445839,2018-07-01,TRUE,"Clinical utility of remote platelet function measurement using P-selectin: assessment of aspirin, clopidogrel, and prasugrel and bleeding disorders","Philip M Bath, Jane May, Stan Heptinstall",Platelets,2018 Jul; 29(5):425-430,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3363299,265,35026368,10.1016/j.arth.2022.01.008,2022-01-10,FALSE,Aspirin Administered for Venous Thromboembolism Prophylaxis May Protect Against Stiffness Following Total Knee Arthroplasty,"Noam Shohat, Leanne Ludwick, Ryan Sutton, Emanuele Chisari, Javad Parvizi",The Journal of arthroplasty,2022 Jan; ?(?):,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3431783,265,35211819,10.1007/s10557-022-07325-z,2022-02-25,FALSE,Being Overweight or Obese Is Associated with an Increased Platelet Reactivity Despite Dual Antiplatelet Therapy with Aspirin and Clopidogrel,"Marianna Puccini, Christian Rauch, Kai Jakobs, Julian Friebel, Adel Hassanein, Ulf Landmesser, Ursula Rauch",Cardiovascular drugs and therapy,2022 Feb; ?(?):,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3542968,265,30091133,10.5603/kp.a2018.0159,2018-01-01,TRUE,Acetylsalicylic acid and clopidogrel hyporesponsiveness following acute coronary syndromes,"Udaya S Tantry, Eliano P Navarese, Kevin P Bliden, Paul A Gurbel",Kardiologia polska,2018; 76(9):1312-1319,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3695881,265,35621867,10.3390/jcdd9050156,2022-05-12,FALSE,Comparison of Different Laboratory Tests to Identify ""Aspirin Resistance"" and Risk of Vascular Events among Ischaemic Stroke Patients: A Double-Blind Study,"Narayanaswamy Venketasubramanian, Sherwin Joy Agustin, Jorge L Padilla, Maricar P Yumul, Christina Sum, Sze Haur Lee, Kuperan Ponnudurai, Robert N Gan",Journal of cardiovascular development and disease,2022 May; 9(5):,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3716394,265,35674593,10.31744/einstein_journal/2022ao7001,2022-01-01,FALSE,Low platelet reactivity in patients with myocardial infarction treated with aspirin plus ticagrelor,"Thiago Guarato Rodrigues Costa, Marcelo Katz, Pedro Alves Lemos Neto, João Carlos de Campos Guerra, Marcelo Franken, Antonio Eduardo Pereira Pesaro","Einstein (Sao Paulo, Brazil)",2022; 20(?):eAO7001,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3751887,265,35768902,10.1080/09537104.2022.2087868,2022-06-29,FALSE,Platelet inhibition by low-dose aspirin is not influenced by body mass or weight,"Sean P Heffron, Joseph Windheim, Tessa J Barrett, Deepak Voora, Jeffrey S Berger",Platelets,2022 Jun; ?(?):1-6,,,,2244,6022,Adenosine-5'-diphosphate,TRUE,60946,48865,34603510,12151058,2717,91874
3416868,275,35171329,10.1007/s00432-022-03942-1,2022-02-16,TRUE,Meta-analysis of aspirin-guided therapy of colorectal cancer,"Johanna C Mädge, Andreas Stallmach, Lisa Kleebusch, Peter Schlattmann",Journal of cancer research and clinical oncology,2022 Feb; ?(?):,,,,2244,6145931,Prostaglandin,TRUE,60946,35243,34603510,12151058,2313,82846
3755823,275,35780223,10.1007/s00018-022-04430-y,2022-07-02,TRUE,Aspirin sensitivity of PIK3CA-mutated Colorectal Cancer: potential mechanisms revisited,"Daniella C N Hall, Ralf A Benndorf",Cellular and molecular life sciences : CMLS,2022 Jul; 79(7):393,,,,2244,6145931,Prostaglandin,TRUE,60946,35243,34603510,12151058,2313,82846
5221907,270,33336182,10.1016/j.wjorl.2020.07.004,2020-12-01,TRUE,Endogenous cannabinoids may regulate chronic inflammation in aspirin-exacerbated respiratory disease,Joshua M Levy,World journal of otorhinolaryngology - head and neck surgery,2020 Dec; 6(4):255-257,,,,2244,6145931,Prostaglandin,TRUE,60946,35243,34603510,12151058,2313,82846
5230621,270,33360326,10.1016/j.ctarc.2020.100267,2021-01-01,TRUE,The multiple effects of aspirin in prostate cancer patients,"S N Joshi, E A Murphy, P Olaniyi, R J Bryant",Cancer treatment and research communications,2021; 26(?):100267,,,,2244,6145931,Prostaglandin,TRUE,60946,35243,34603510,12151058,2313,82846
5708150,270,34429873,10.1002/clt2.12048,2021-08-01,TRUE,Biomarkers for predicting response to long-term high dose aspirin therapy in aspirin-exacerbated respiratory disease,"Lucyna Mastalerz, Katarzyna E Tyrak",Clinical and translational allergy,2021 Aug; 11(6):e12048,,,,2244,6145931,Prostaglandin,TRUE,60946,35243,34603510,12151058,2313,82846
3462539,275,35295217,10.3389/ftox.2022.835360,2022-01-01,TRUE,Using Experimental Models to Decipher the Effects of Acetaminophen and NSAIDs on Reproductive Development and Health,"Brigitte Boizet-Bonhoure, Stéphanie Déjardin, Moïra Rossitto, Francis Poulat, Pascal Philibert",Frontiers in toxicology,2022; 4(?):835360,,,,2244,1983,Acetaminophen,TRUE,60946,29159,34603510,12151058,2063,76288
5741436,275,34519136,10.1111/ene.15103,2022-01-01,TRUE,"Aspirin, paracetamol (acetaminophen) and caffeine for the treatment of acute migraine attacks: A systemic review and meta-analysis of randomized placebo-controlled trials","Hans Christoph Diener, Charly Gaul, Walter Lehmacher, Thomas Weiser",European journal of neurology,2022 Jan; 29(1):350-357,,,,2244,1983,Acetaminophen,TRUE,60946,29159,34603510,12151058,2063,76288
4845839,270,32559537,10.1016/j.scitotenv.2020.140043,2020-10-20,TRUE,"Toxicity of the Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) acetylsalicylic acid, paracetamol, diclofenac, ibuprofen and naproxen towards freshwater invertebrates: A review",Marco Parolini,The Science of the total environment,2020 Oct; 740(?):140043,,,,2244,1983,Acetaminophen,TRUE,60946,29159,34603510,12151058,2063,76288
3647093,265,35511939,10.1371/journal.pone.0267462,2022-01-01,FALSE,Chronic use of non-steroidal anti-inflammatory drugs (NSAIDs) or acetaminophen and relationship with mortality among United States Veterans after testing positive for COVID-19,"Heather M Campbell, Allison E Murata, Todd A Conner, Greg Fotieo",PloS one,2022; 17(5):e0267462,,,,2244,1983,Acetaminophen,TRUE,60946,29159,34603510,12151058,2063,76288
3855105,265,36056215,10.1007/s00894-022-05258-w,2022-09-02,FALSE,"A DFT study of the interaction of aspirin, paracetamol and caffeine with one water molecule",Constantinos D Zeinalipour-Yazdi,Journal of molecular modeling,2022 Sep; 28(9):285,,,,2244,1983,Acetaminophen,TRUE,60946,29159,34603510,12151058,2063,76288
1277651,265,29595635,10.1097/md.0000000000010123,2018-03-01,TRUE,"Aspirin plus dipyridamole has the highest surface under the cumulative ranking curves (SUCRA) values in terms of mortality, intracranial hemorrhage, and adverse event rate among 7 drug therapies in the treatment of cerebral infarction","Jian-Jun Zhang, Xin Liu",Medicine,2018 Mar; 97(13):e0123,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
3691758,265,35610463,10.1111/jocs.16637,2022-05-24,FALSE,Fixed-dose aspirin monotherapy compared with thromboelastography directed antiplatelet therapy in long-term management of left ventricular assist devices,"Sophia J Fanelli, Mohammed Elzeneini, Lauren E Meece, Ahmad Mahmoud, Eric I Jeng, Neil Harris, Mustafa M Ahmed",Journal of cardiac surgery,2022 May; ?(?):,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
3845781,265,36030623,10.1016/j.jns.2022.120334,2022-07-11,FALSE,Assessment of on-treatment platelet reactivity at high and low shear stress and platelet activation status after the addition of dipyridamole to aspirin in the early and late phases after TIA and ischaemic stroke,"S T Lim, S J X Murphy, S M Murphy, T Coughlan, D O'Neill, S Tierney, B Egan, D R Collins, A J McCarthy, S-Y Lim, D R Smith, D Cox, D J H McCabe",Journal of the neurological sciences,2022 Jul; 441(?):120334,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
5809269,265,34702067,10.1161/strokeaha.121.034622,2021-12-01,FALSE,Antithrombotic Therapy for Stroke Prevention in Patients With Ischemic Stroke With Aspirin Treatment Failure,"Jay B Lusk, Haolin Xu, Eric D Peterson, Deepak L Bhatt, Gregg C Fonarow, Eric E Smith, Roland Matsouaka, Lee H Schwamm, Ying Xian",Stroke,2021 12; 52(12):e777-e781,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
207719,255,29274727,10.1016/s0140-6736(17)32849-0,2018-03-03,FALSE,"Antiplatelet therapy with aspirin, clopidogrel, and dipyridamole versus clopidogrel alone or aspirin and dipyridamole in patients with acute cerebral ischaemia (TARDIS): a randomised, open-label, phase 3 superiority trial","Philip M Bath, Lisa J Woodhouse, Jason P Appleton, Maia Beridze, Hanne Christensen, Robert A Dineen, Lelia Duley, Timothy J England, Katie Flaherty, Diane Havard, Stan Heptinstall, Marilyn James, Kailash Krishnan, Hugh S Markus, Alan A Montgomery, Stuart J Pocock, Marc Randall, Annemarei Ranta, Thompson G Robinson, Polly Scutt, Graham S Venables, Nikola Sprigg","Lancet (London, England)",2018 03; 391(10123):850-859,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
3497139,175,35393359,10.1136/svn-2021-001166,2022-04-07,TRUE,Contemporary antiplatelet therapy for secondary stroke prevention: a narrative review of current literature and guidelines,"Jay Shah, Shimeng Liu, Wengui Yu",Stroke and vascular neurology,2022 Apr; ?(?):,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
4851272,170,32574107,10.1080/22221751.2020.1785336,2020-12-01,TRUE,Kawasaki-like diseases and thrombotic coagulopathy in COVID-19: delayed over-activation of the STING pathway?,"Jean-Marie Berthelot, Ludovic Drouet, Frédéric Lioté",Emerging microbes & infections,2020 Dec; 9(1):1514-1522,,,,2244,3108,Dipyridamole,TRUE,60946,8591,34603510,12151058,1703,75733
4845839,270,32559537,10.1016/j.scitotenv.2020.140043,2020-10-20,TRUE,"Toxicity of the Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) acetylsalicylic acid, paracetamol, diclofenac, ibuprofen and naproxen towards freshwater invertebrates: A review",Marco Parolini,The Science of the total environment,2020 Oct; 740(?):140043,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
261000,265,29417856,10.1080/00325481.2018.1429793,2018-03-01,TRUE,Gastrointestinal safety and tolerability of oral non-aspirin over-the-counter analgesics,"Nicholas Moore, James M Scheiman",Postgraduate medicine,2018 Mar; 130(2):188-199,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
3504090,265,35410859,10.5152/tjg.2022.201168,2022-03-01,FALSE,In Vitro and In Vivo Effects of Nonsteroidal Anti-inflammatory Drugs and Aspirin on Rabbit Esophageal Epithelium,"Sezgi Kıpçak, Doğa Çağanoğlu, Pelin Ergün, Serhat Bor",The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology,2022 Mar; 33(3):257-270,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
3727851,265,35704468,10.1111/ped.15133,2022-01-01,FALSE,The effectiveness and safety of ibuprofen and acetylsalicylic acid in acute rheumatic fever,"Münevver Yılmaz, Dolunay Gürses, Gizem Tükenmez",Pediatrics international : official journal of the Japan Pediatric Society,2022 Jan; 64(1):e15133,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
5618100,265,34182020,10.1016/j.cjca.2021.06.014,2021-11-01,FALSE,Recategorization of Non-Aspirin Nonsteroidal Anti-inflammatory Drugs According to Clinical Relevance: Abandoning the Traditional NSAID Terminology,"Kasper Bonnesen, Morten Schmidt",The Canadian journal of cardiology,2021 11; 37(11):1705-1707,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
5845237,265,34802359,10.1080/14767058.2021.2005020,2021-11-22,FALSE,"Assessment of embryo morphology following perinatal exposure to aspirin, ibuprofen and paracetamol using whole embryo culture system","Sakita Moungmaithong, Bo Wah Leung, Daljit Singh Sahota, Chi Chui Wang, Tak Yeung Leung, Liona C Poon","The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",2021 Nov; ?(?):1-8,,,,2244,3672,Ibuprofen,TRUE,60946,15384,34603510,12151058,1714,70101
1277651,265,29595635,10.1097/md.0000000000010123,2018-03-01,TRUE,"Aspirin plus dipyridamole has the highest surface under the cumulative ranking curves (SUCRA) values in terms of mortality, intracranial hemorrhage, and adverse event rate among 7 drug therapies in the treatment of cerebral infarction","Jian-Jun Zhang, Xin Liu",Medicine,2018 Mar; 97(13):e0123,,,,2244,5472,Ticlopidine,TRUE,60946,2564,34603510,12151058,1251,64905
2259450,260,24871533,10.1093/icvts/ivu159,2014-09-01,TRUE,Who might benefit from early aspirin after coronary artery surgery?,"Philemon Gukop, Nadav Gutman, Rajdeep Bilkhu, Georgios T Karapanagiotidis",Interactive cardiovascular and thoracic surgery,2014 Sep; 19(3):505-11,,,,2244,5472,Ticlopidine,TRUE,60946,2564,34603510,12151058,1251,64905
481074,255,20831051,NULL,2010-01-01,TRUE,[Thienopyridines in the treatment and prevention of cardiovascular diseases. Part V. Combination of clopidogrel and acetylsalicylic acid in the treatment of stable patients with atherothrombotic cardiovascular diseases],"D V Preobrazhenskiĭ, B A Sidorenko, D V Fettser, T A Batyraliev, Z A Niiazova-Karben, F Besnili",Kardiologiia,2010; 50(5):73-6,,,,2244,5472,Ticlopidine,TRUE,60946,2564,34603510,12151058,1251,64905
542982,255,21062249,10.2174/092986710794182962,2010-01-01,TRUE,Anti-platelet therapy and aspirin resistance - clinically and chemically relevant?,"M Rafferty, M R Walters, J Dawson",Current medicinal chemistry,2010; 17(36):4578-86,,,,2244,5472,Ticlopidine,TRUE,60946,2564,34603510,12151058,1251,64905
4113946,255,30964246,10.23736/s0026-4725.19.04891-6,2019-04-01,FALSE,"Recurrent retinal vein thrombosis: prevention with Aspirin, Pycnogenol®, ticlopidine, or sulodexide","Gianni Belcaro, Mark Dugall, Hugh D Bradford, Maria R Cesarone, Beatrice Feragalli, Corrado Gizzi, Roberto Cotellese, Shu Hu, Patrizia Rodriguez, Morio Hosoi",Minerva cardioangiologica,2019 Apr; 67(2):109-114,,,,2244,5472,Ticlopidine,TRUE,60946,2564,34603510,12151058,1251,64905
